"video_id","min_timecode","max_timecode","text.user","text.auto"
"MAPumW_wYKc","00:00:00","00:00:02","Let's make a bicycle frame out of hydraulic rams.  ","let's make a bicycle frame out of hydraulic"
"MAPumW_wYKc","00:00:03","00:00:09","","rams [Music]"
"MAPumW_wYKc","00:00:10","00:00:13","Now if you're new here I've done things with bikes  before. We've got the social distancing bike,  ","now if you're new here i've done things with bikes before we've got the social distancing bike"
"MAPumW_wYKc","00:00:13","00:00:16","we've got the jet bike, and we got the  bicycle of springs, where i swapped all  ","we've got the jet bike and we got the bicycle of springs where i"
"MAPumW_wYKc","00:00:17","00:00:21","the tubes for springs to make it go all wobbly!  Now if you like that sort of thing SUBSCRIBE,  ","swapped all the tubes for springs to make it go all wobbly the tubes for springs to make it go all wobbly now if you like that sort of thing subscribe it's"
"MAPumW_wYKc","00:00:21","00:00:24","it's a lovely thing to do! In this  project we're not using springs,  ","a lovely thing to do in this project we're not using springs no"
"MAPumW_wYKc","00:00:24","00:00:29","no, we're gonna use hydraulics, so it can grow  and change shape and do all sorts of funny things.  ","we're gonna use hydraulics so it can grow and change shape and do all sorts of funny things"
"MAPumW_wYKc","00:00:30","00:00:34","Now usually I'll get a bike chop it up, adapt it,  add the things onto it. But I've decided i'm going  ","now usually i'll get a bike chop it up adapt it add the things onto it but i've decided i'm going to be using"
"MAPumW_wYKc","00:00:34","00:00:39","to be using so little of the bike, I may as well  start from scratch. Now hydraulics are expensive,  ","so little of the bike i may as well start from scratch now hydraulics are expensive this video"
"MAPumW_wYKc","00:00:39","00:00:42","this video has a sponsor. It's sponsored by  Raid Shadow Legends, more of them at some  ","has a sponsor sponsored by raid shadow legends more of them at"
"MAPumW_wYKc","00:00:43","00:00:47","point in the video. Raid Shadow Legends, because  no other Youtuber's ever done that before! Anyway  ","some point in the video shadow legends because no other youtubers ever done that before anyway"
"MAPumW_wYKc","00:00:47","00:00:48","","get yourself"
"MAPumW_wYKc","00:00:49","00:00:57","Get yourself a cup of tea, relax here  is a nice cool calm build montage.","a cup of tea relax here is a nice cool calm build a nice cool calm build montage"
"MAPumW_wYKc","00:00:58","00:03:40","","strangers with a warm flame somehow avoiding love [Music] and finding crowds touching with eye contact connecting through a friendship map before [Music] something was strange in the best way [Music] a change in my beliefs [Music] tomorrow when i want you to know [Music] hey [Music] mmm [Music] mmm [Music] now that"
"MAPumW_wYKc","00:03:40","00:03:46","Now that, that is looking awesome. Right, now  a message from our sponsor Raid Shadow Legends.  ","that is looking awesome right now a message from our sponsor rage shadow legends what is"
"MAPumW_wYKc","00:03:46","00:03:49","What has Raid Shadow Legends got to  do with the bicycle of hydraulics?  ","rage shadow legends got to do with the bicycle of hydraulics"
"MAPumW_wYKc","00:03:50","00:03:55","Look Raid's a mobile game, with console level  graphics. Millions of people are playing it. It is  ","look raid's a mobile game with console level graphics millions of people are playing it it is simple"
"MAPumW_wYKc","00:03:55","00:04:02","simple, but yet complex, exactly like the bicycle  of hydraulics! Raid is a turn-based battle game,  ","but yet complex exactly like the bicycle of hydraulics raid is a turn-based"
"MAPumW_wYKc","00:04:03","00:04:07","in which you control your characters otherwise  known as champions, and they are upgradable  ","battle game in which you control your characters are always known as champions and they are upgradable and customizable"
"MAPumW_wYKc","00:04:07","00:04:10","and customizable in so many different ways that  everybody's experienced would be completely  ","in so many different ways that everybody's experienced would be completely"
"MAPumW_wYKc","00:04:10","00:04:15","different! I ain't time to play mobile games!  You can dip in and out of games anytime you like,  ","different time to play mobile games you can dip in and out of games anytime you like and"
"MAPumW_wYKc","00:04:15","00:04:19","and they are always adding new features,  like the Doom tower. Not this, this!  ","are always adding new features like the doomtower not this"
"MAPumW_wYKc","00:04:20","00:04:21","","this"
"MAPumW_wYKc","00:04:22","00:04:26","Excellent! So I've got this new champion. Now I've  not just picked him because he's totally bad ass!  ","excellent like the doomtower not this this excellent so i've got this new champion now i've not just picked him because he's totally bad at"
"MAPumW_wYKc","00:04:27","00:04:32","He's got the same voice as the next-door neighbor!  What are you doing in the bath? So download Raid  ","he's got the same voice as the next-door neighbor what are you doing in the bath so download raid by scanning"
"MAPumW_wYKc","00:04:32","00:04:36","by scanning the qr code up here or clicking the  link in the description and if you're a new player  ","the qr code up here or clicking the link in the description and if you're a new"
"MAPumW_wYKc","00:04:37","00:04:40","there is lots of things to get you started.  You'll get a free new champion called Shelton,  ","player there is lots of things to get me started you'll get a free new champion called shelton"
"MAPumW_wYKc","00:04:41","00:04:49","who's epic for the doom tower. oh! You'll get 100k  in silver, 100k silver that's a bargain! 50 gems,","who's epic for the doom tower oh you'll get 100k in silver 100k silver that's a bargain 50 chance"
"MAPumW_wYKc","00:04:50","00:04:56","50 gems! and three shards, so you can summon  champions immediately, as soon as you're playing,  ","50 gems and three shards so you can summon champions immediately as soon as you're playing"
"MAPumW_wYKc","00:04:57","00:05:00","and also you'll be getting FREE things  in your inbox for the first 30 days. ","and also you'll be getting three things in your inbox for the first 30"
"MAPumW_wYKc","00:05:01","00:05:11","Thank you! Okay here we have a very strange  and very heavy bicycle. Now this thing looks  ","days thank you okay here we have a very strange and very heavy bicycle a very strange and very heavy bicycle now this thing looks absolutely"
"MAPumW_wYKc","00:05:12","00:05:16","absolutely fantastic, the stainless, steel the  black hydraulics, it looks brilliant! There has  ","fantastic the stainless steel the black hydraulics it looks brilliant and there has"
"MAPumW_wYKc","00:05:17","00:05:22","been a lot of machining go into this thing!  If anything I'm kind of more curious,  ","been a lot of machining gone into this thing and if anything i'm kind of more curious"
"MAPumW_wYKc","00:05:23","00:05:28","excited for what this thing's going to be like,  because you can really make some very strange  ","excited for what this thing's going to be like because you can really make some very strange because you can really make some very strange"
"MAPumW_wYKc","00:05:29","00:05:33","shapes with this bicycle. Letting it do  what it wants to do because at the moment  ","shapes with this bicycle letting it do what it wants to do because at the moment because there's no"
"MAPumW_wYKc","00:05:34","00:05:36","because there's no hydraulic pressure in  any of the cylinders. They're just floppy,  ","hydraulic pressure in any of the cylinders they're just floppy"
"MAPumW_wYKc","00:05:37","00:05:42","they're all right, you can barely keep it as a  bicycle, that looks like a bicycle without it  ","they're all right you can barely keep it as a bicycle that looks like a bicycle without it just like kind of"
"MAPumW_wYKc","00:05:42","00:05:47","just like kind of naturally flopping into some  weird and strange shape. Now making the bike  ","naturally flopping into some weird and strange shape now making the"
"MAPumW_wYKc","00:05:48","00:05:52","frame is kind of only half the task here,  because now we've got to fit some sort of  ","bike frame is kind of only half the task here because now we've got to fit some sort of"
"MAPumW_wYKc","00:05:53","00:05:58","hydraulic motor hydraulic lines, some controls  to this thing, without it overtaking it and it  ","hydraulic motor hydraulic lines some controls to this thing without it overtaking it and it's"
"MAPumW_wYKc","00:05:59","00:06:02","seeming not like a bicycle anymore, and just  a lump of electronics and gadgets and whatnot.  ","seeming not like a bicycle anymore and just a lump of electronics and gadgets"
"MAPumW_wYKc","00:06:03","00:06:04","","and whatnot so i'm going to do"
"MAPumW_wYKc","00:06:04","00:06:07","So how am I going to do that Colin, because  you know, because I want to keep it neat!","that cody because you know because i want to keep it neat"
"MAPumW_wYKc","00:06:07","00:06:13","","[Music]"
"MAPumW_wYKc","00:06:14","00:06:18","Right hydraulics people, this is where it's going  to get complicated. Now I've got this motor and  ","right hydraulics people this is where it's going to get complicated now i've got this motor and attached"
"MAPumW_wYKc","00:06:18","00:06:22","attached it to this tiny little hydraulic pump.  I'm going to put that on the back of the seat  ","it to this tiny little hydraulic pump i'm going to put that on the back of the seat"
"MAPumW_wYKc","00:06:23","00:06:26","tube. I'm going to fill the seat tube up with the  oil, that's going to be our oil reservoir, and  ","tube i'm going to fill the seat tube up with the oil that's going to be our oil reservoir"
"MAPumW_wYKc","00:06:27","00:06:31","then we need a solenoid valve so we can change the  directions in or out, and then we're going to have  ","and then we need a solenoid valve so we can change the directions in or out and then we're going to have to have some sort"
"MAPumW_wYKc","00:06:31","00:06:36","to have some sort of manifold where all the tubes  come from and hopefully the whole bike won't look  ","of manifold where all the tubes come from and hopefully the whole bike won't look a complete"
"MAPumW_wYKc","00:06:36","00:06:47","a complete mess after this. Yep I don't know, I  don't know, I don't, I don't know, but I like it.  ","mess after this yep i don't know i don't know i don't i don't know but i like it"
"MAPumW_wYKc","00:06:48","00:07:06","","[Music] but you just need to think about why you're here [Music]"
"MAPumW_wYKc","00:07:07","00:07:10","Uh it's finished! Now it's covered in plumbing,  but I think this thing looks pretty cool. If that  ","uh it's finished now it's covered in plumbing but i think this thing looks pretty"
"MAPumW_wYKc","00:07:11","00:07:15","biked past you, you'd be nothing but intrigued. So then, got a reduction gear motor which powers  ","cool that white pasture you'd be nothing but intrigue so they've got a reduction gear motor which powers"
"MAPumW_wYKc","00:07:16","00:07:19","this little pump. The seat post is full of oil,  but I've added this extra reservoir, because  ","this little pump the seat post is full of oil but i've added this extra reservoir because"
"MAPumW_wYKc","00:07:20","00:07:23","there's not enough oil in there to expand all the  cylinders, if you wanted to do them all at once. ","there's not enough oil in there to expand all the cylinders if you wanted to do them all at once"
"MAPumW_wYKc","00:07:24","00:07:26","Now the solenoid valve, I've had  to make my own aluminium block,  ","now the solenoid valve i've had to make my own aluminium block"
"MAPumW_wYKc","00:07:27","00:07:30","so I can get all the ports to come out where I  want them. The whole thing's plumbed up. It's  ","so i can get all the ports to come out where i want them the whole thing's plumbed up it's"
"MAPumW_wYKc","00:07:30","00:07:34","got valves either side of each cylinder. BUT,  can I actually ride it, and what is it like?","got valves either side of each cylinder but can i actually ride it and what is"
"MAPumW_wYKc","00:07:35","00:07:37","","it like you"
"MAPumW_wYKc","00:07:37","00:07:53","You can feel the weight of the bike.  Right open the valve. Valve on.","can feel the weight of the bike right open the belt [Music] pork's"
"MAPumW_wYKc","00:07:53","00:08:02","Forks going up! With a flick of a  switch, we've got like a low rider.  ","going up with a flick of a switch we've got like a low rider"
"MAPumW_wYKc","00:08:03","00:08:06","","it's different that's the ride let's try and"
"MAPumW_wYKc","00:08:06","00:08:12","Let's try and lift the back up.","lift the back [Music]"
"MAPumW_wYKc","00:08:12","00:08:22","","and lift the back [Music] this is not"
"MAPumW_wYKc","00:08:22","00:08:29","This is not a good idea. So the front forks and  the rear triangle, they work great. So I have a  ","a good idea so the front forks and the rear triangle they work great so i have"
"MAPumW_wYKc","00:08:30","00:08:33","little bit of a check over, now it's time to turn  on attention to the center cylinders in the middle  ","a little bit of a check over now it's time to turn on attention to the center cylinders in the middle"
"MAPumW_wYKc","00:08:34","00:08:38","of the bike. Now to operate the cylinders on  this bike you basically just open the valves up,  ","of the bike now to operate the cylinders on this bike you basically just open the valves up which"
"MAPumW_wYKc","00:08:39","00:08:41","which correspond to the one that you want to  move. So if you want to move this middle one,  ","correspond to the one that you want to move so if you want to move"
"MAPumW_wYKc","00:08:42","00:08:45","I've opened those two up and then  basically, you just flick the switch  ","this middle one of open those two up and then basically you just flick the switch"
"MAPumW_wYKc","00:08:46","00:08:46","",""
"MAPumW_wYKc","00:08:46","00:08:49","and then it will and it will move. Now the  biggest problem we've got is there comes a  ","and then it will and it will move now the biggest problem we've got is"
"MAPumW_wYKc","00:08:50","00:08:54","point where the bike just loses all of its  geometry and completely falls to pieces!","there comes a point where the bike just loses all of its geometry and completely falls to pieces"
"MAPumW_wYKc","00:08:55","00:08:56","",""
"MAPumW_wYKc","00:08:57","00:09:02","Ah, We're back again! So can't do that  while i'm riding along, but of course it  ","we're back again so can't do that while i'm riding along but of course it does mean the whole"
"MAPumW_wYKc","00:09:02","00:09:05","does mean the whole point of this thing is you can make some pretty weird shapes.","point of this thing you can make some pretty weird shapes"
"MAPumW_wYKc","00:09:05","00:09:06","",""
"MAPumW_wYKc","00:09:07","00:09:10","Ultimate low rider! Endo machine!  ","ultimate low rider endo machine"
"MAPumW_wYKc","00:09:10","00:09:16","","[Music]"
"MAPumW_wYKc","00:09:17","00:09:18","Super long bike!","super long bike"
"MAPumW_wYKc","00:09:18","00:09:21","","super"
"MAPumW_wYKc","00:09:21","00:09:26","Super long and tall bicycle! Right this is all  very well Colin but can you actually ride it  ","long and tall bicycle right this is all very well colin but can you actually ride it in"
"MAPumW_wYKc","00:09:26","00:09:32","in any of these guises? Strange bike!  It literally feels like i'm gonna go  ","any of these guys's strange bag it literally feels like i'm"
"MAPumW_wYKc","00:09:32","00:09:35","over the handlebars and the whole  thing's gonna tuck in any minute.","gonna go over the handlebars and the whole thing's gonna tuck in any minute"
"MAPumW_wYKc","00:09:36","00:09:41","","i"
"MAPumW_wYKc","00:09:41","00:09:42","I don't like this!","don't like this"
"MAPumW_wYKc","00:09:43","00:09:44","",""
"MAPumW_wYKc","00:09:45","00:09:53","It's like I'm laying down on the  bike. No that doesn't work too low.","it's like i'm laying down on the bike no that doesn't work too low"
"MAPumW_wYKc","00:09:53","00:09:57","","just"
"MAPumW_wYKc","00:09:58","00:09:58","Just feels like it's going to break.","feels like it's"
"MAPumW_wYKc","00:09:59","00:10:02","","going to break the"
"MAPumW_wYKc","00:10:03","00:10:04","The bicycle of hydraulics!","bicycle of hydraulics"
"MAPumW_wYKc","00:10:04","00:10:08","",""
"MAPumW_wYKc","00:10:09","00:10:13","It looks so cool! This is all very well  Colin but does it actually have any uses?  ","it looks so cool this is all very well colin but does it actually have any uses"
"MAPumW_wYKc","00:10:14","00:10:14","",""
"MAPumW_wYKc","00:10:14","00:10:18","Well there is one, you can bike up  or down hills and always be level!","well there is one you can bike up or down hills and always be level"
"MAPumW_wYKc","00:10:19","00:10:20","",""
"MAPumW_wYKc","00:10:20","00:10:22","There we are the bicycle of hydraulics!","there we are the bicycle of hydraulics"
"MAPumW_wYKc","00:10:23","00:10:26","What a thing I mean every time I look at it  I think it looks absolutely blooming awesome.","what a thing i mean every time i look at it i think it looks absolutely blooming awesome"
"MAPumW_wYKc","00:10:27","00:10:30","You probably saw it in the thumbnail and  thought that's awesome I'll have a look at that.","you probably saw it in the thumbnail and thought that's awesome i'll have a look at that now a couple"
"MAPumW_wYKc","00:10:30","00:10:33","A couple of little extra bits, if you're wondering  why I haven't gone like hell in down hills,","of little extra bits if you're wondering why i haven't gone like hell in down"
"MAPumW_wYKc","00:10:34","00:10:37","or doing any jumps on it there is  a lot of flex and a lot of twist  ","hills or doing any jumps on it there is a lot of flex and a lot of twist"
"MAPumW_wYKc","00:10:38","00:10:39","in the chassis or whatever you want to call it,","in the chassis or whatever you want to call it"
"MAPumW_wYKc","00:10:40","00:10:43","because there's so many joints and things  and obviously the hydraulic cylinders you  ","because there's so many joints and things and obviously the hydraulic cylinders you know they can"
"MAPumW_wYKc","00:10:43","00:10:45","know they can rotate in each other quite freely,","rotate in each other quite freely so"
"MAPumW_wYKc","00:10:46","00:10:49","so that does add up to a bit of an  unnatural and nerving riding experience,","that does add up to a bit of an unnatural and nerving riding experience"
"MAPumW_wYKc","00:10:50","00:10:53","and also the fact it is heavy,  it's very heavy! I've weighed it.","and also the fact it is heavy it's very heavy i've weighed it"
"MAPumW_wYKc","00:10:53","00:10:57","","how's that"
"MAPumW_wYKc","00:10:58","00:11:03","53 kilos! Yeah it's heavy, but that still doesn't  take away from the fact beautiful stainless steel,  ","53 kilos yeah it's heavy but that still doesn't take away from the fact beautiful stainless steel"
"MAPumW_wYKc","00:11:04","00:11:07","lovely black hydraulics, lovely bit of  plumbing, it's just brilliant! Now I've  ","lovely black hydraulics beautiful stainless steel lovely black hydraulics lovely bit of plumbing it's just brilliant"
"MAPumW_wYKc","00:11:08","00:11:11","put links in the description to my other bicycle  creations, if you want to go and check them out,  ","now i've put links in the description to my other bicycle creations if you want to go and check them out subscribe"
"MAPumW_wYKc","00:11:11","00:11:27","SUBSCRIBE, there'll be more things like  this. I'll see you in the next project.","them out subscribe there'll be more things like this i'll see in the next project"
"MAPumW_wYKc","00:11:28","00:11:39","","[Applause] [Applause] [Music]"
