channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
MrBeast,UCX6OQ3DkcsbYNE6H8uQQuVA,"Last To Leave $800,000 Island Keeps It","Last To Leave $800,000 Island Keeps It",NkE0AMGzpJY,0,24,17446405,2020-08-16 10:58:00,1,en,asr,24,Entertainment,True
DrakeVEVO,UCQznUf1SjfDqx65hX3zRDiA,Drake - Laugh Now Cry Later (Official Music Video) ft. Lil Durk,Drake - Laugh Now Cry Later (Official Music Video) ft. Lil Durk,JFm7YDVlqnI,0,10,17193516,2020-08-16 10:58:00,2,en,asr,10,Music,True
DrakeVEVO,UCQznUf1SjfDqx65hX3zRDiA,Drake - Laugh Now Cry Later (Official Music Video) ft. Lil Durk,Drake - Laugh Now Cry Later (Official Music Video) ft. Lil Durk,JFm7YDVlqnI,0,10,17193516,2020-08-16 10:58:00,2,en,standard,10,Music,True
charli d'amelio,UCi3OE-aN09WOcN9d2stCvPg,Dixie's $30k Birthday Gift Mission | Charli D'Amelio,Dixie's $30k Birthday Gift Mission | Charli D'Amelio,QcTwbXLMm9c,0,22,3878075,2020-08-16 10:58:00,3,en,asr,22,People & Blogs,True
Champions League on CBS Sports,UCET00YnetHT7tOpu12v8jxg,Barcelona vs. Bayern Munich | Champions League Quarterfinal Highlights | UCL on CBS Sports,Barcelona vs. Bayern Munich | Champions League Quarterfinal Highlights | UCL on CBS Sports,dYZlrfarCIs,0,17,2148168,2020-08-16 10:58:00,4,,,17,Sports,True
Champions League on CBS Sports,UCET00YnetHT7tOpu12v8jxg,Manchester City vs. Lyon | Champions League Quarterfinal Highlights | UCL on CBS Sports,Manchester City vs. Lyon | Champions League Quarterfinal Highlights | UCL on CBS Sports,vwnyP6979xE,0,17,962533,2020-08-16 10:58:00,5,,,17,Sports,True
jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,Orgy 👅 Palette & Collection Reveal! | Jeffree Star Cosmetics,Orgy 👅 Palette & Collection Reveal! | Jeffree Star Cosmetics,qDFjsMFojzs,0,26,2532448,2020-08-16 10:58:00,6,en,asr,26,Howto & Style,True
jeffreestar,UCkvK_5omS-42Ovgah8KRKtg,Orgy 👅 Palette & Collection Reveal! | Jeffree Star Cosmetics,Orgy 👅 Palette & Collection Reveal! | Jeffree Star Cosmetics,qDFjsMFojzs,0,26,2532448,2020-08-16 10:58:00,6,en,standard,26,Howto & Style,True
The Boys,UCrXzMVbjcaVvVtihxNpBvMQ,the boys read mean tweets,the boys read mean tweets,ozWNPkhqi8o,0,22,501105,2020-08-16 10:58:00,7,en,asr,22,People & Blogs,True
CBS Sports HQ,UCja8sZ2T4ylIqjggA1Zuukg,UFC 252 Highlights | Miocic retains heavyweight title with decisive win over Cormier | CBS Sports HQ,UFC 252 Highlights | Miocic retains heavyweight title with decisive win over Cormier | CBS Sports HQ,7mH-ug3Dgo8,0,17,341144,2020-08-16 10:58:00,8,en,asr,17,Sports,True
