channelId,channelTitle,videoCategoryId,videoId,videoQueryTime,videoSearchCategoryId,videoTitle,videoTitleLoc,videoTrendingRank,videoViews,captionLang,captionType,assignable,id,videoCategory
UCk9xNdmgY8im4RDCops9YYw,Treyten,20,KbhbJurllHg,2021-01-05 10:00:05,0,GTA 5 Roleplay - BATMAN JET HITMAN JOBS | RedlineRP,GTA 5 Roleplay - BATMAN JET HITMAN JOBS | RedlineRP,1,551737,en,asr,True,20,Gaming
UCHUE4ypXKp7ZkmdWbGJNgJg,AmazingPhil,22,aTLPHmrr-cM,2021-01-05 10:00:05,0,Something we want to tell you!,Something we want to tell you!,2,1017609,en-GB,standard,True,22,People & Blogs
UC_8NknAFiyhOUaZqHR3lq3Q,Quackity,24,n8BVdIoRXi4,2021-01-05 10:00:05,0,KSI Is The Funniest Minecraft Player Ever,KSI Is The Funniest Minecraft Player Ever,3,1442120,en,asr,True,24,Entertainment
UCZGYJFUizSax-yElQaFDp5Q,Star Wars,24,_A0N3DE5y8U,2021-01-05 10:00:05,0,Star Wars: The High Republic | Launch Trailer,Star Wars: The High Republic | Launch Trailer,4,561237,en,asr,True,24,Entertainment
UCurvRE5fGcdUgCYWgh-BDsg,DAZN Boxing,17,JeHUHuIRXHo,2021-01-05 10:00:05,0,HIGHLIGHTS | Ryan Garcia vs. Luke Campbell,HIGHLIGHTS | Ryan Garcia vs. Luke Campbell,5,7639659,en,asr,True,17,Sports
UCo_IB5145EVNcf8hw1Kku7w,The Game Theorists,20,QQXm88ppbIs,2021-01-05 10:00:05,0,Game Theory: The Dark Future of the Dream SMP (Minecraft),Game Theory: The Dark Future of the Dream SMP (Minecraft),6,2507943,en,asr,True,20,Gaming
UCxcTeAKWJca6XyJ37_ZoKIQ,The Pat McAfee Show,17,m5TV_ucH_G8,2021-01-05 10:00:05,0,"Pat McAfee Reacts To Eagles Benching Jalen Hurts, NFL Investigation","Pat McAfee Reacts To Eagles Benching Jalen Hurts, NFL Investigation",7,569044,en,asr,True,17,Sports
UChi08h4577eFsNXGd3sxYhw,Breakfast Club Power 105.1 FM,24,4Mz7ABM6bAQ,2021-01-05 10:00:05,0,Eminem Fires Back After Snoop Dogg's Comments On The Breakfast Club,Eminem Fires Back After Snoop Dogg's Comments On The Breakfast Club,8,367268,en,asr,True,24,Entertainment
UC7_YxT-KID8kRbqZo7MyscQ,Markiplier,22,cfykWkilSQ8,2021-01-05 10:00:05,0,Markiplier Isn't Real,Markiplier Isn't Real,9,2547591,en,asr,True,22,People & Blogs
UCJdl3Paao2f3ha5JXMYUCIA,NFL Throwback,17,i83frFiOyHE,2021-01-05 10:00:05,0,"What Happened to EVERY Heisman Winner Since 2000: Tebow, RGIII, Bush & More!","What Happened to EVERY Heisman Winner Since 2000: Tebow, RGIII, Bush & More!",10,139384,en,asr,True,17,Sports
UCiWLfSweyRNmLpgEHekhoAg,ESPN,17,fZvg42vBuc0,2021-01-05 10:00:05,0,'I've never seen a shooter greater than Steph Curry' - Stephen A. reacts to Curry's 62-point game,'I've never seen a shooter greater than Steph Curry' - Stephen A. reacts to Curry's 62-point game,11,1221600,en,asr,True,17,Sports
UCLGe0PxyRFWmXVGJKq_gGvw,fancy vlogs by gab,22,bIiLofAhTz8,2021-01-05 10:00:05,0,ALLERGIC REACTION after SAYING YES to the dress,ALLERGIC REACTION after SAYING YES to the dress,12,226145,en,asr,True,22,People & Blogs
UCPcFg7aBbaVzXoIKSNqwaww,jacksfilms,23,mwhbKWW7Hdc,2021-01-05 10:00:05,0,YouTube gave me an Original Series,YouTube gave me an Original Series,13,326970,en,asr,True,23,Comedy
UCTBIIbIs83IBsy4E1BQxYBw,Pooh Shiesty,10,0-Tm65i96TY,2021-01-05 10:00:05,0,Pooh Shiesty - Back In Blood (feat. Lil Durk) [Official Music Video],Pooh Shiesty - Back In Blood (feat. Lil Durk) [Official Music Video],14,4818695,en,asr,True,10,Music
UCtyKrOwWmYAqsrp0WfC-oiw,Tap Out Corner,24,M6jdY7CpxaY,2021-01-05 10:00:05,0,Every Return at WWE Raw Legends Night 2021,Every Return at WWE Raw Legends Night 2021,15,194945,en,asr,True,24,Entertainment
UCtyKrOwWmYAqsrp0WfC-oiw,Tap Out Corner,24,M6jdY7CpxaY,2021-01-05 10:00:05,0,Every Return at WWE Raw Legends Night 2021,Every Return at WWE Raw Legends Night 2021,15,194945,en,standard,True,24,Entertainment
UC2iUwfYi_1FCGGqhOUNx-iA,Screen Rant,24,4_Tm0SxIp6w,2021-01-05 10:00:05,0,Wonder Woman 1984 Pitch Meeting,Wonder Woman 1984 Pitch Meeting,16,1313497,en,asr,True,24,Entertainment
UCA3-nIYWu4PTWkb6NwhEpzg,Ryan Reynolds,22,SAjP9HCqk4I,2021-01-05 10:00:05,0,Deadpool 2 Monologue,Deadpool 2 Monologue,17,438384,en,asr,True,22,People & Blogs
UCqf2gzmKtH3PaAbt-qgFFsw,TLC,24,Pl2XMFyERsc,2021-01-05 10:00:05,0,Amy Learns She's Pregnant! | 1000-lb Sisters,Amy Learns She's Pregnant! | 1000-lb Sisters,18,161522,en,asr,True,24,Entertainment
UCIPPMRA040LQr5QPyJEbmXA,MrBeast Gaming,20,xN8ENrfE-TY,2021-01-05 10:00:05,0,"If You Build a House, I'll Pay For It!","If You Build a House, I'll Pay For It!",19,14959810,en,asr,True,20,Gaming
UCzMjRlKVO9XIqH_crIFpi6w,Skeppy,20,KWC9Y5kOYYg,2021-01-05 10:00:05,0,If Technoblade was in Minecraft Manhunt...,If Technoblade was in Minecraft Manhunt...,20,2879455,en,asr,True,20,Gaming
UCCgLoMYIyP0U56dEhEL1wXQ,Chloe Ting,26,fWdbo0i8v9g,2021-01-05 10:00:05,0,Get Abs & Flat Stomach Workout | Flat Stomach Challenge 2021,Get Abs & Flat Stomach Workout | Flat Stomach Challenge 2021,21,726053,en,asr,True,26,Howto & Style
