channelId,channelTitle,videoCategoryId,videoId,videoQueryTime,videoSearchCategoryId,videoTitle,videoTitleLoc,videoTrendingRank,videoViews,captionLang,captionType,assignable,id,videoCategory
UCIPPMRA040LQr5QPyJEbmXA,MrBeast Gaming,20,HrY_eDbF0XQ,2021-01-15 07:08:25,0,"I Hid $100,000 On The Dream SMP!","I Hid $100,000 On The Dream SMP!",1,8936521,en,asr,True,20,Gaming
UC4G10tk3AHFuyMIuD3rHOBA,RDCworld1,22,jny0fATDVBo,2021-01-15 07:08:25,0,How Lebron was when he found out James Harden Went to the Nets,How Lebron was when he found out James Harden Went to the Nets,2,3060941,en,asr,True,22,People & Blogs
UCFctpiB_Hnlk3ejWfHqSm6Q,The Official Pok?mon YouTube channel,20,Mq8Kn6mhUxA,2021-01-15 07:08:25,0,New Pok?mon Snap arrives on April 30!,New Pok?mon Snap arrives on April 30!,3,1135615,,,True,20,Gaming
UCiWLfSweyRNmLpgEHekhoAg,ESPN,17,gjlGeMsgfhA,2021-01-15 07:08:25,0,Stephen A. reacts to James Harden being traded to the Brooklyn Nets | SportsCenter,Stephen A. reacts to James Harden being traded to the Brooklyn Nets | SportsCenter,4,2381289,en,asr,True,17,Sports
UCsTcErHg8oDvUnTzoqsYeNw,Unbox Therapy,28,LjzkSwyRoxY,2021-01-15 07:08:25,0,Samsung Galaxy S21 Ultra Unboxing + Galaxy S21 and S21+,Samsung Galaxy S21 Ultra Unboxing + Galaxy S21 and S21+,5,1769542,,,True,28,Science & Technology
UCLXzq85ijg2LwJWFrz4pkmw,Skip and Shannon: UNDISPUTED,17,dFqyea0N3nM,2021-01-15 07:08:25,0,Skip & Shannon react to Houston trading James Harden to Nets to join Kyrie & KD | NBA | UNDISPUTED,Skip & Shannon react to Houston trading James Harden to Nets to join Kyrie & KD | NBA | UNDISPUTED,6,830289,en,asr,True,17,Sports
UCZWBGXa6kiaWo9-pE8CX6Dg,Dream Shorts,22,bxU6CifE79Q,2021-01-15 07:08:25,0,Dream In Minecraft Manhunt...,Dream In Minecraft Manhunt...,7,553440,en,asr,True,22,People & Blogs
UCWwgaK7x0_FR1goeSRazfsQ,Samsung,28,TD_BZN0bn_U,2021-01-15 07:08:25,0,Galaxy Unpacked January 2021: Official Replay l Samsung,Galaxy Unpacked January 2021: Official Replay l Samsung,8,33116150,ar,standard,True,28,Science & Technology
UCWwgaK7x0_FR1goeSRazfsQ,Samsung,28,TD_BZN0bn_U,2021-01-15 07:08:25,0,Galaxy Unpacked January 2021: Official Replay l Samsung,Galaxy Unpacked January 2021: Official Replay l Samsung,8,33116150,en,asr,True,28,Science & Technology
UCWwgaK7x0_FR1goeSRazfsQ,Samsung,28,TD_BZN0bn_U,2021-01-15 07:08:25,0,Galaxy Unpacked January 2021: Official Replay l Samsung,Galaxy Unpacked January 2021: Official Replay l Samsung,8,33116150,de,standard,True,28,Science & Technology
UCWwgaK7x0_FR1goeSRazfsQ,Samsung,28,TD_BZN0bn_U,2021-01-15 07:08:25,0,Galaxy Unpacked January 2021: Official Replay l Samsung,Galaxy Unpacked January 2021: Official Replay l Samsung,8,33116150,en,standard,True,28,Science & Technology
UCWwgaK7x0_FR1goeSRazfsQ,Samsung,28,TD_BZN0bn_U,2021-01-15 07:08:25,0,Galaxy Unpacked January 2021: Official Replay l Samsung,Galaxy Unpacked January 2021: Official Replay l Samsung,8,33116150,es,standard,True,28,Science & Technology
UCWwgaK7x0_FR1goeSRazfsQ,Samsung,28,TD_BZN0bn_U,2021-01-15 07:08:25,0,Galaxy Unpacked January 2021: Official Replay l Samsung,Galaxy Unpacked January 2021: Official Replay l Samsung,8,33116150,fr,standard,True,28,Science & Technology
UCWwgaK7x0_FR1goeSRazfsQ,Samsung,28,TD_BZN0bn_U,2021-01-15 07:08:25,0,Galaxy Unpacked January 2021: Official Replay l Samsung,Galaxy Unpacked January 2021: Official Replay l Samsung,8,33116150,it,standard,True,28,Science & Technology
UCWwgaK7x0_FR1goeSRazfsQ,Samsung,28,TD_BZN0bn_U,2021-01-15 07:08:25,0,Galaxy Unpacked January 2021: Official Replay l Samsung,Galaxy Unpacked January 2021: Official Replay l Samsung,8,33116150,ja,standard,True,28,Science & Technology
UCWwgaK7x0_FR1goeSRazfsQ,Samsung,28,TD_BZN0bn_U,2021-01-15 07:08:25,0,Galaxy Unpacked January 2021: Official Replay l Samsung,Galaxy Unpacked January 2021: Official Replay l Samsung,8,33116150,ko,standard,True,28,Science & Technology
UCWwgaK7x0_FR1goeSRazfsQ,Samsung,28,TD_BZN0bn_U,2021-01-15 07:08:25,0,Galaxy Unpacked January 2021: Official Replay l Samsung,Galaxy Unpacked January 2021: Official Replay l Samsung,8,33116150,ru,standard,True,28,Science & Technology
UCWwgaK7x0_FR1goeSRazfsQ,Samsung,28,TD_BZN0bn_U,2021-01-15 07:08:25,0,Galaxy Unpacked January 2021: Official Replay l Samsung,Galaxy Unpacked January 2021: Official Replay l Samsung,8,33116150,th,standard,True,28,Science & Technology
UCWwgaK7x0_FR1goeSRazfsQ,Samsung,28,TD_BZN0bn_U,2021-01-15 07:08:25,0,Galaxy Unpacked January 2021: Official Replay l Samsung,Galaxy Unpacked January 2021: Official Replay l Samsung,8,33116150,zh,standard,True,28,Science & Technology
UC789h3eqw0H1HqGmIsI26OA,TheMacLife,17,mnFueYKI8GE,2021-01-15 07:08:25,0,"Conor McGregor on Dustin Poirier rematch, Khabib's retirement and relationship with UFC","Conor McGregor on Dustin Poirier rematch, Khabib's retirement and relationship with UFC",9,1125617,en,asr,True,17,Sports
