channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,The Batman - DC FanDome Teaser,The Batman - DC FanDome Teaser,NLOp_6uPccQ,0,24,9320068,2020-08-23 14:56:25,1,,,24,Entertainment,True
HBO Max,UCx-KWLTKlB83hDI6UKECtJQ,Zack Snyder’s Justice League | Official Teaser | HBO Max,Zack Snyder’s Justice League | Official Teaser | HBO Max,z6512XKKNkU,0,24,4772468,2020-08-23 14:56:25,2,en,asr,24,Entertainment,True
HBO Max,UCx-KWLTKlB83hDI6UKECtJQ,Zack Snyder’s Justice League | Official Teaser | HBO Max,Zack Snyder’s Justice League | Official Teaser | HBO Max,z6512XKKNkU,0,24,4772468,2020-08-23 14:56:25,2,en-US,standard,24,Entertainment,True
James Charles,UCucot-Zp428OwkyRm2I7v2Q,Giving JoJo Siwa A FULL MAKEOVER!,Giving JoJo Siwa A FULL MAKEOVER!,G1mPnQM5hQ0,0,24,14132885,2020-08-23 14:56:25,3,en,asr,24,Entertainment,True
Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,Wonder Woman 1984 - Official Main Trailer,Wonder Woman 1984 - Official Main Trailer,XW2E2Fnh52w,0,1,4068113,2020-08-23 14:56:25,4,en,asr,1,Film & Animation,True
Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,Wonder Woman 1984 - Official Main Trailer,Wonder Woman 1984 - Official Main Trailer,XW2E2Fnh52w,0,1,4068113,2020-08-23 14:56:25,4,en-US,standard,1,Film & Animation,True
DDG,UCKqqDlf6lfo3ChRA4-gzusQ,DDG - Moonwalking in Calabasas Remix (feat. Blueface) [Official Music Video],DDG - Moonwalking in Calabasas Remix (feat. Blueface) [Official Music Video],QZ2F3ZP1sxg,0,10,973075,2020-08-23 14:56:25,5,,,10,Music,True
DC,UCiifkYAs_bq1pt_zbNAzYGg,Suicide Squad: Kill the Justice League Official Teaser Trailer,Suicide Squad: Kill the Justice League Official Teaser Trailer,2EVFYstVuVk,0,24,1748432,2020-08-23 14:56:25,6,en,asr,24,Entertainment,True
Big Hit Labels,UC3IZKseVpdzPSBaWxBxundA,BTS (방탄소년단) 'Dynamite' Official MV,BTS (방탄소년단) 'Dynamite' Official MV,gdZLi9oWNZg,0,10,165509169,2020-08-23 14:56:25,7,en,standard,10,Music,True
Big Hit Labels,UC3IZKseVpdzPSBaWxBxundA,BTS (방탄소년단) 'Dynamite' Official MV,BTS (방탄소년단) 'Dynamite' Official MV,gdZLi9oWNZg,0,10,165509169,2020-08-23 14:56:25,7,es,standard,10,Music,True
Big Hit Labels,UC3IZKseVpdzPSBaWxBxundA,BTS (방탄소년단) 'Dynamite' Official MV,BTS (방탄소년단) 'Dynamite' Official MV,gdZLi9oWNZg,0,10,165509169,2020-08-23 14:56:25,7,ja,standard,10,Music,True
Big Hit Labels,UC3IZKseVpdzPSBaWxBxundA,BTS (방탄소년단) 'Dynamite' Official MV,BTS (방탄소년단) 'Dynamite' Official MV,gdZLi9oWNZg,0,10,165509169,2020-08-23 14:56:25,7,ko,standard,10,Music,True
Big Hit Labels,UC3IZKseVpdzPSBaWxBxundA,BTS (방탄소년단) 'Dynamite' Official MV,BTS (방탄소년단) 'Dynamite' Official MV,gdZLi9oWNZg,0,10,165509169,2020-08-23 14:56:25,7,zh,standard,10,Music,True
Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,THE SUICIDE SQUAD – DC FanDome Exclusive Sneak peek,THE SUICIDE SQUAD – DC FanDome Exclusive Sneak peek,VImYeXnr13Q,0,1,2955041,2020-08-23 14:56:25,8,en,asr,1,Film & Animation,True
Warner Bros. Pictures,UCjmJDM5pRKbUlVIzDYYWb6g,THE SUICIDE SQUAD – DC FanDome Exclusive Sneak peek,THE SUICIDE SQUAD – DC FanDome Exclusive Sneak peek,VImYeXnr13Q,0,1,2955041,2020-08-23 14:56:25,8,en-US,standard,1,Film & Animation,True
Jeremy Jahns,UC7v3-2K1N84V67IF-WTRG-Q,The Batman - Official Trailer (My Thoughts),The Batman - Official Trailer (My Thoughts),MGthLOcmZH0,0,24,493380,2020-08-23 14:56:25,9,en,asr,24,Entertainment,True
Its JoJo Siwa,UCeV2O_6QmFaaKBZHY3bJgsA,GIVING JAMES CHARLES A JOJO SIWA MAKEOVER!!!,GIVING JAMES CHARLES A JOJO SIWA MAKEOVER!!!,DDJVz6tsRcw,0,24,3360850,2020-08-23 14:56:25,10,en,asr,24,Entertainment,True
DAZN USA,UCurvRE5fGcdUgCYWgh-BDsg,HIGHLIGHTS | Dillian Whyte vs. Alexander Povetkin,HIGHLIGHTS | Dillian Whyte vs. Alexander Povetkin,u_CekGA9CA0,0,17,558885,2020-08-23 14:56:25,11,en,asr,17,Sports,True
Beyond The Trailer,UCAXR2zenCwvRIyQd9ydtfaA,The Batman Trailer REACTION,The Batman Trailer REACTION,E9-vpNHz_W0,0,24,292578,2020-08-23 14:56:25,12,en,asr,24,Entertainment,True
