channelId,channelTitle,videoCategoryId,videoId,videoQueryTime,videoSearchCategoryId,videoTitle,videoTitleLoc,videoTrendingRank,videoViews,captionLang,captionType,assignable,id,videoCategory
UCqFzWxSCi39LnW1JKFR3efg,Saturday Night Live,24,Wsije1KetVw,2020-10-06 01:00:04,0,First Debate Cold Open - SNL,First Debate Cold Open - SNL,1,13429774,en,asr,True,24,Entertainment
UCqFzWxSCi39LnW1JKFR3efg,Saturday Night Live,24,Wsije1KetVw,2020-10-06 01:00:04,0,First Debate Cold Open - SNL,First Debate Cold Open - SNL,1,13429774,en,standard,True,24,Entertainment
UCqFzWxSCi39LnW1JKFR3efg,Saturday Night Live,24,Wsije1KetVw,2020-10-06 01:00:04,0,First Debate Cold Open - SNL,First Debate Cold Open - SNL,1,13429774,en,standard,True,24,Entertainment
UClQubH2NeMmGLTLgNdLBwXg,ZHC,24,JD-CsaaRpk4,2020-10-06 01:00:04,0,"Customizing A $10,000,000 House ?","Customizing A $10,000,000 House ?",2,2085557,en,asr,True,24,Entertainment
UCA3-nIYWu4PTWkb6NwhEpzg,Ryan Reynolds,22,6di34z0eAaI,2020-10-06 01:00:04,0,Free Guy Trailer 2,Free Guy Trailer 2,3,2878844,en,asr,True,22,People & Blogs
UCIPPMRA040LQr5QPyJEbmXA,MrBeast Gaming,20,L2GQmOYFCy4,2020-10-06 01:00:04,0,I Went on a 900 IQ Rampage in Among Us!,I Went on a 900 IQ Rampage in Among Us!,4,10050574,en,asr,True,20,Gaming
UCHsRtomD4twRf5WVHHk-cMw,TierZoo,27,cFMkZ1nHcWo,2020-10-06 01:00:04,0,The Fish Tier List,The Fish Tier List,5,1040818,en,asr,True,27,Education
UCB9_VH_CNbbH4GfKu8qh63w,DEATH BATTLE!,24,SMw8kySAXkw,2020-10-06 01:00:04,0,Venom VS Crona (Marvel VS Soul Eater) | DEATH BATTLE!,Venom VS Crona (Marvel VS Soul Eater) | DEATH BATTLE!,6,558832,en,asr,True,24,Entertainment
UC_BSJ0WX9FnWRK_w1hwtuTw,The Aguilars,22,sAcvCbQFtIA,2020-10-06 01:00:04,0,The Aguilars Official Gender Reveal!!,The Aguilars Official Gender Reveal!!,7,779631,es,asr,True,22,People & Blogs
UCYzPXprvl5Y-Sf0g4vX-m6g,jacksepticeye,24,6E_qaMRMpro,2020-10-06 01:00:04,0,I'm in a movie with Ryan Reynolds,I'm in a movie with Ryan Reynolds,8,1577492,en,asr,True,24,Entertainment
UCLOEGprmycLLbyzBj2jozLg,Dixie D'Amelio,22,X8oxmgDIh70,2020-10-06 01:00:04,0,The Dixie D'Amelio Show with Lil Huddy,The Dixie D'Amelio Show with Lil Huddy,9,6316817,en,asr,True,22,People & Blogs
UCToxKVrkEuAONR4rFIJ_DyQ,GameToons,1,rX7BP08hW_0,2020-10-06 01:00:04,0,Among Us Logic 3 | Cartoon Animation,Among Us Logic 3 | Cartoon Animation,10,6355662,en,asr,True,1,Film & Animation
UC-O9o5coq8iFSVthivq__tw,Lexi Hensler,1,2fa9062pq60,2020-10-06 01:00:04,0,SURPRISING MY FRIENDS WITH MALEFICENT!,SURPRISING MY FRIENDS WITH MALEFICENT!,11,1661555,en,asr,True,1,Film & Animation
UC1KnbLi0FcKNkWvsfcU2uuw,The MJ Family,24,nLyzMKOO1tg,2020-10-06 01:00:04,0,THE MJ FAMILY OFFICIAL NEW HOUSE TOUR!!,THE MJ FAMILY OFFICIAL NEW HOUSE TOUR!!,12,1254814,en,asr,True,24,Entertainment
UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,24,AKJfakEsgy0,2020-10-06 01:00:04,0,Hi Me In 5 Years,Hi Me In 5 Years,13,16875032,en,asr,True,24,Entertainment
UC7kI8WjpCfFoMSNDuRh_4lA,Pitchfork,10,Tt9x61AL50E,2020-10-06 01:00:04,0,"BTS Break Down Their Albums, From DARK & WILD to MAP OF THE SOUL : 7 | Pitchfork","BTS Break Down Their Albums, From DARK & WILD to MAP OF THE SOUL : 7 | Pitchfork",14,311118,ko,asr,True,10,Music
UCSdkYFmjUv1duOKorLjPh-w,Tayler Holder,1,Qtw-7qQsg-g,2020-10-06 01:00:04,0,Why I left The Hype House,Why I left The Hype House,15,813423,en,asr,True,1,Film & Animation
UCqZQlzSHbVJrwrn5XvzrzcA,NBC Sports,17,Ew6_twTL3zg,2020-10-06 01:00:04,0,Aston Villa v. Liverpool | PREMIER LEAGUE HIGHLIGHTS | 10/4/2020 | NBC Sports,Aston Villa v. Liverpool | PREMIER LEAGUE HIGHLIGHTS | 10/4/2020 | NBC Sports,16,781764,,,True,17,Sports
UCG8rbF3g2AMX70yOd8vqIZg,Logan Paul,24,509V3RSOwGA,2020-10-06 01:00:04,0,"I Bought A $200,000 Box Of Pok?mon Cards","I Bought A $200,000 Box Of Pok?mon Cards",17,4028862,en,asr,True,24,Entertainment
UCXXBi6rvC-u8VDZRD23F7tw,Need for Speed,20,AeRnez3di1I,2020-10-06 01:00:04,0,Need for Speed Hot Pursuit Remastered ? Official Reveal Trailer,Need for Speed Hot Pursuit Remastered ? Official Reveal Trailer,18,460845,en,asr,True,20,Gaming
UC3SEvBYhullC-aaEmbEQflg,Mac Miller,10,BZvzOodoMJs,2020-10-06 01:00:04,0,"Mac Miller - Making Swimming & Circles (Hawaii, 2017)","Mac Miller - Making Swimming & Circles (Hawaii, 2017)",19,201944,en,asr,True,10,Music
UCsvn_Po0SmunchJYOWpOxMg,videogamedunkey,20,oz9w8FkjIRs,2020-10-06 01:00:04,0,Among Us : Single Player,Among Us : Single Player,20,2144513,en,asr,True,20,Gaming
