channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
BLACKPINK,UCOmHUn--16B90oW2L6FRR3A,BLACKPINK - 'Ice Cream (with Selena Gomez)' M/V,BLACKPINK - 'Ice Cream (with Selena Gomez)' M/V,vRXZj0DzXIA,0,10,45827700,2020-08-28 09:13:00,1,en,standard,10,Music,True
C-SPAN,UCb--64Gl51jIEVE-GLDAVTg,Republican National Convention (Day 4),Republican National Convention (Day 4),8cfL6UbItDk,0,25,1302659,2020-08-28 09:13:00,2,en,asr,25,News & Politics,True
C-SPAN,UCb--64Gl51jIEVE-GLDAVTg,Republican National Convention (Day 4),Republican National Convention (Day 4),8cfL6UbItDk,0,25,1302659,2020-08-28 09:13:00,2,en,standard,25,News & Politics,True
C-SPAN,UCb--64Gl51jIEVE-GLDAVTg,Republican National Convention (Day 4),Republican National Convention (Day 4),8cfL6UbItDk,0,25,1302659,2020-08-28 09:13:00,2,en,standard,25,News & Politics,True
Cam&Fam,UCq3QBWXCKvMnltjwqWuB5bQ,My Husband Passed Away | Telling His Story,My Husband Passed Away | Telling His Story,epKhvHMjAvs,0,22,1021113,2020-08-28 09:13:00,3,en,asr,22,People & Blogs,True
Fortnite,UClG8odDC8TS6Zpqk9CGVQiQ,Nexus War Launch Trailer for Fortnite Chapter 2 - Season 4,Nexus War Launch Trailer for Fortnite Chapter 2 - Season 4,Fcl30mWtJQU,0,20,7307898,2020-08-28 09:13:00,4,,,20,Gaming,True
Ty Dolla $ign,UClVY6MdQxTZUaMDL-dLQDcw,Ty Dolla $ign - Expensive (feat. Nicki Minaj) [Official Music Video],Ty Dolla $ign - Expensive (feat. Nicki Minaj) [Official Music Video],V0TMHRijVDw,0,10,632817,2020-08-28 09:13:00,5,,,10,Music,True
League of Legends,UC2t5bjwHdUX4vM2g8TRDq5g,"K/DA - THE BADDEST ft. (G)I-DLE, Bea Miller, Wolftyla (Official Lyric Video) | League of Legends","K/DA - THE BADDEST ft. (G)I-DLE, Bea Miller, Wolftyla (Official Lyric Video) | League of Legends",RkID8_gnTxw,0,20,6720279,2020-08-28 09:13:00,6,en,standard,20,Gaming,True
League of Legends,UC2t5bjwHdUX4vM2g8TRDq5g,"K/DA - THE BADDEST ft. (G)I-DLE, Bea Miller, Wolftyla (Official Lyric Video) | League of Legends","K/DA - THE BADDEST ft. (G)I-DLE, Bea Miller, Wolftyla (Official Lyric Video) | League of Legends",RkID8_gnTxw,0,20,6720279,2020-08-28 09:13:00,6,es-419,standard,20,Gaming,True
League of Legends,UC2t5bjwHdUX4vM2g8TRDq5g,"K/DA - THE BADDEST ft. (G)I-DLE, Bea Miller, Wolftyla (Official Lyric Video) | League of Legends","K/DA - THE BADDEST ft. (G)I-DLE, Bea Miller, Wolftyla (Official Lyric Video) | League of Legends",RkID8_gnTxw,0,20,6720279,2020-08-28 09:13:00,6,es-MX,standard,20,Gaming,True
League of Legends,UC2t5bjwHdUX4vM2g8TRDq5g,"K/DA - THE BADDEST ft. (G)I-DLE, Bea Miller, Wolftyla (Official Lyric Video) | League of Legends","K/DA - THE BADDEST ft. (G)I-DLE, Bea Miller, Wolftyla (Official Lyric Video) | League of Legends",RkID8_gnTxw,0,20,6720279,2020-08-28 09:13:00,6,ja,standard,20,Gaming,True
League of Legends,UC2t5bjwHdUX4vM2g8TRDq5g,"K/DA - THE BADDEST ft. (G)I-DLE, Bea Miller, Wolftyla (Official Lyric Video) | League of Legends","K/DA - THE BADDEST ft. (G)I-DLE, Bea Miller, Wolftyla (Official Lyric Video) | League of Legends",RkID8_gnTxw,0,20,6720279,2020-08-28 09:13:00,6,pt-BR,standard,20,Gaming,True
League of Legends,UC2t5bjwHdUX4vM2g8TRDq5g,"K/DA - THE BADDEST ft. (G)I-DLE, Bea Miller, Wolftyla (Official Lyric Video) | League of Legends","K/DA - THE BADDEST ft. (G)I-DLE, Bea Miller, Wolftyla (Official Lyric Video) | League of Legends",RkID8_gnTxw,0,20,6720279,2020-08-28 09:13:00,6,ru,standard,20,Gaming,True
Lyrical Lemonade,UCtylTUUVIGY_i5afsQYeBZA,Cordae - Gifted ft. Roddy Ricch (Dir. by @_ColeBennett_),Cordae - Gifted ft. Roddy Ricch (Dir. by @_ColeBennett_),wdrmK0DtztU,0,24,1253803,2020-08-28 09:13:00,7,nl,asr,24,Entertainment,True
WWLTV,UCJCreS7pODbA6XYRsI5fdLg,"Hurricane Laura aftermath and damage | Uprooted trees, power lines knocked down across Lake Charles","Hurricane Laura aftermath and damage | Uprooted trees, power lines knocked down across Lake Charles",E6P-dZWmFfo,0,25,582675,2020-08-28 09:13:00,8,en,asr,25,News & Politics,True
WWLTV,UCJCreS7pODbA6XYRsI5fdLg,"Hurricane Laura aftermath and damage | Uprooted trees, power lines knocked down across Lake Charles","Hurricane Laura aftermath and damage | Uprooted trees, power lines knocked down across Lake Charles",E6P-dZWmFfo,0,25,582675,2020-08-28 09:13:00,8,en,standard,25,News & Politics,True
Call of Duty,UC9YydG57epLqxA9cTzZXSeQ,𝙲𝚊𝚕𝚕 𝚘𝚏 𝙳𝚞𝚝𝚢®: 𝙱𝚕𝚊𝚌𝚔 𝙾𝚙𝚜 𝙲𝚘𝚕𝚍 𝚆𝚊𝚛 - 𝚁𝚎𝚟𝚎𝚊𝚕 𝚃𝚛𝚊𝚒𝚕𝚎𝚛,𝙲𝚊𝚕𝚕 𝚘𝚏 𝙳𝚞𝚝𝚢®: 𝙱𝚕𝚊𝚌𝚔 𝙾𝚙𝚜 𝙲𝚘𝚕𝚍 𝚆𝚊𝚛 - 𝚁𝚎𝚟𝚎𝚊𝚕 𝚃𝚛𝚊𝚒𝚕𝚎𝚛,aTS9n_m7TW0,0,20,5405407,2020-08-28 09:13:00,9,en,asr,20,Gaming,True
NBA on TNT,UCU7iRrk3xfpUk0R6VdyC1Ow,Kenny Smith Walks Off the Inside Set In Support of NBA Players | NBA on TNT,Kenny Smith Walks Off the Inside Set In Support of NBA Players | NBA on TNT,DxoXPG4aDzo,0,17,1343332,2020-08-28 09:13:00,10,en,asr,17,Sports,True
BLACKPINK,UCOmHUn--16B90oW2L6FRR3A,BLACKPINK - 'Ice Cream (with Selena Gomez)' M/V TEASER,BLACKPINK - 'Ice Cream (with Selena Gomez)' M/V TEASER,ySo1_loUkcQ,0,10,19213221,2020-08-28 09:13:00,11,en,asr,10,Music,True
StormChasingVideo,UCWAN-rRJFLosqgiiIFVpkEQ,"Hurricane Laura, Extensive Catastrophic Damage, Grand Lake, LA - 8/27/2020","Hurricane Laura, Extensive Catastrophic Damage, Grand Lake, LA - 8/27/2020",vGEOh8oaI2w,0,25,395754,2020-08-28 09:13:00,12,en,asr,25,News & Politics,True
StormChasingVideo,UCWAN-rRJFLosqgiiIFVpkEQ,"In The Eye Of Hurricane Laura, Storm Damage Carlyss LA - 8/27/2020","In The Eye Of Hurricane Laura, Storm Damage Carlyss LA - 8/27/2020",YON0XPlklcw,0,25,680912,2020-08-28 09:13:00,13,,,25,News & Politics,True
First We Feast,UCPD_bxCRGpmmeQcbe2kpPaA,Joseph Gordon-Levitt Gets Cocky While Eating Spicy Wings | Hot Ones,Joseph Gordon-Levitt Gets Cocky While Eating Spicy Wings | Hot Ones,HDduzIB8HjU,0,24,1489947,2020-08-28 09:13:00,14,en,asr,24,Entertainment,True
NoCap,UCvfat4DPrM3BM-xZ2zn5ruQ,NoCap - Mistake [Official Music Video],NoCap - Mistake [Official Music Video],o34Nttu72BU,0,10,150003,2020-08-28 09:13:00,15,en,asr,10,Music,True
Thomas Petrou,UCZb8DmWS0YiQebwlJc7Srrw,I Filled Charli's Room With Pictures Of Chase!,I Filled Charli's Room With Pictures Of Chase!,GZbd619yvyo,0,24,2125438,2020-08-28 09:13:00,16,en,asr,24,Entertainment,True
CalvinHarrisVEVO,UCaHNFIob5Ixv74f5on3lvIw,"Calvin Harris, The Weeknd - Over Now (Official Video)","Calvin Harris, The Weeknd - Over Now (Official Video)",quFlP3cRCFs,0,10,387409,2020-08-28 09:13:00,17,,,10,Music,True
destinygame,UC52XYgEExV9VG6Rt-6vnzVA,Destiny 2: Beyond Light – Stasis Subclasses – Gameplay Trailer,Destiny 2: Beyond Light – Stasis Subclasses – Gameplay Trailer,HQ92dM6MYSY,0,20,402232,2020-08-28 09:13:00,18,,,20,Gaming,True
C-SPAN,UCb--64Gl51jIEVE-GLDAVTg,Republican National Convention (Day 3),Republican National Convention (Day 3),ySWfsYRbr-w,0,25,931671,2020-08-28 09:13:00,19,en,asr,25,News & Politics,True
C-SPAN,UCb--64Gl51jIEVE-GLDAVTg,Republican National Convention (Day 3),Republican National Convention (Day 3),ySWfsYRbr-w,0,25,931671,2020-08-28 09:13:00,19,en,standard,25,News & Politics,True
C-SPAN,UCb--64Gl51jIEVE-GLDAVTg,Republican National Convention (Day 3),Republican National Convention (Day 3),ySWfsYRbr-w,0,25,931671,2020-08-28 09:13:00,19,en,standard,25,News & Politics,True
SAVANNAH DEXTER,UCC_66Dd88p5EMqpR8Y4mUTw,Savannah Dexter - Big Trucks ft. Adam Calhoun x Demun Jones x Dusty Leigh (Official Music Video),Savannah Dexter - Big Trucks ft. Adam Calhoun x Demun Jones x Dusty Leigh (Official Music Video),3X2Ixm-h6WI,0,10,168768,2020-08-28 09:13:00,20,en,asr,10,Music,True
MGKVEVO,UC2a9zmrdjvLsrRgi4G4blWw,Machine Gun Kelly ft. blackbear - my ex's best friend (Official Music Video),Machine Gun Kelly ft. blackbear - my ex's best friend (Official Music Video),J_n01uvyhI8,0,10,2320024,2020-08-28 09:13:00,21,en,standard,10,Music,True
1804 Jackboy,UC5utlnoY2NzMkPov5LNeR-Q,Jackboy - The World Is Yours (Official Video),Jackboy - The World Is Yours (Official Video),bY2alEWXEv4,0,10,180744,2020-08-28 09:13:00,22,en,asr,10,Music,True
WB Games,UCHqAOjD1bj-PvtPcK8qDFMQ,LEGO® Star Wars™: The Skywalker Saga – Gameplay Trailer,LEGO® Star Wars™: The Skywalker Saga – Gameplay Trailer,syvicyCN_lw,0,20,230042,2020-08-28 09:13:00,23,,,20,Gaming,True
World of Warcraft,UCbLj9QP9FAaHs_647QckGtg,Shadowlands Afterlives: Bastion,Shadowlands Afterlives: Bastion,LNSnOAumlB8,0,20,813771,2020-08-28 09:13:00,24,en,asr,20,Gaming,True
World of Warcraft,UCbLj9QP9FAaHs_647QckGtg,Shadowlands Afterlives: Bastion,Shadowlands Afterlives: Bastion,LNSnOAumlB8,0,20,813771,2020-08-28 09:13:00,24,en,standard,20,Gaming,True
The Daily Show with Trevor Noah,UCwWhs_6x42TyRM4Wstoq8HA,Why Did the Police Shoot Jacob Blake? | The Daily Social Distancing Show,Why Did the Police Shoot Jacob Blake? | The Daily Social Distancing Show,5DvmM7nPqVA,0,23,2278962,2020-08-28 09:13:00,25,en,asr,23,Comedy,True
The Daily Show with Trevor Noah,UCwWhs_6x42TyRM4Wstoq8HA,Why Did the Police Shoot Jacob Blake? | The Daily Social Distancing Show,Why Did the Police Shoot Jacob Blake? | The Daily Social Distancing Show,5DvmM7nPqVA,0,23,2278962,2020-08-28 09:13:00,25,en-US,standard,23,Comedy,True
Russ,UCiIETTq2It3OzW8_WYRPTyQ,Russ - Take You Back (Feat. Kehlani) (Official Audio),Russ - Take You Back (Feat. Kehlani) (Official Audio),1XZ_GaFoQOY,0,10,108470,2020-08-28 09:13:00,26,,,10,Music,True
The Weather Channel,UCGTUbwceCMibvpbd2NaIP7A,Hurricane Laura Makes Landfall | LIVE Coverage on The Weather Channel,Hurricane Laura Makes Landfall | LIVE Coverage on The Weather Channel,JyRfTC6ErVs,0,25,228458,2020-08-28 09:13:00,27,,,25,News & Politics,True
Chris Stuckmann,UCCqEeDAUf4Mg0GgEN658tkA,The New Mutants - Movie Review,The New Mutants - Movie Review,kONOIeoNtyc,0,24,256400,2020-08-28 09:13:00,28,en,asr,24,Entertainment,True
GQ,UCsEukrAd64fqA7FjwkmZ_Dw,A$AP Rocky Answers 18 Questions From Rihanna | GQ,A$AP Rocky Answers 18 Questions From Rihanna | GQ,3AiDa3ZD20Y,0,24,2820426,2020-08-28 09:13:00,29,en,asr,24,Entertainment,True
GQ,UCsEukrAd64fqA7FjwkmZ_Dw,A$AP Rocky Answers 18 Questions From Rihanna | GQ,A$AP Rocky Answers 18 Questions From Rihanna | GQ,3AiDa3ZD20Y,0,24,2820426,2020-08-28 09:13:00,29,en-US,standard,24,Entertainment,True
Rancho Humilde,UC648rgJOboZlgcDbW00vTSA,Herencia de Patrones - Por Si Acaso ft. Grupo Triple L [Official Video],Herencia de Patrones - Por Si Acaso ft. Grupo Triple L [Official Video],pvD8JwWCM6c,0,10,506180,2020-08-28 09:13:00,30,es,asr,10,Music,True
Fox Business,UCCXoCcu9Rp7NPbTzIvogpZg,Trump delivers acceptance speech at the RNC | Full,Trump delivers acceptance speech at the RNC | Full,F0cAUTIiLAA,0,25,498564,2020-08-28 09:13:00,31,en,asr,25,News & Politics,True
World of Warcraft,UCbLj9QP9FAaHs_647QckGtg,Shadowlands: Official Release Date Trailer,Shadowlands: Official Release Date Trailer,8q5gHTCFlbg,0,20,466709,2020-08-28 09:13:00,32,en,standard,20,Gaming,True
Vogue,UCRXiA3h1no_PFkb1JCP0yMA,Rihanna Answers 15 Questions From A$AP Rocky | Vogue,Rihanna Answers 15 Questions From A$AP Rocky | Vogue,EpGCCKB3Oag,0,24,1961077,2020-08-28 09:13:00,33,en,asr,24,Entertainment,True
Vogue,UCRXiA3h1no_PFkb1JCP0yMA,Rihanna Answers 15 Questions From A$AP Rocky | Vogue,Rihanna Answers 15 Questions From A$AP Rocky | Vogue,EpGCCKB3Oag,0,24,1961077,2020-08-28 09:13:00,33,en-US,standard,24,Entertainment,True
Chris Stuckmann,UCCqEeDAUf4Mg0GgEN658tkA,Tenet - Movie Review,Tenet - Movie Review,8gXQsAea26I,0,24,498979,2020-08-28 09:13:00,34,en,asr,24,Entertainment,True
Ryan George,UCh9IfI45mmk59eDvSWtuuhQ,Being A Robber In 2020 Is Complicated,Being A Robber In 2020 Is Complicated,caKJds7N1Co,0,23,272052,2020-08-28 09:13:00,35,,,23,Comedy,True
H O T B O I I,UCxuYJtXOR5MUXLU-qQ-JaLw,"HOTBOII Feat. Lil Baby ""Don't Need Time (Remix)"" (Official Video)","HOTBOII Feat. Lil Baby ""Don't Need Time (Remix)"" (Official Video)",Pa-64fUsyZU,0,10,1067896,2020-08-28 09:13:00,36,pt,asr,10,Music,True
Dude Perfect,UCRijo3ddMTht_IHyNSNXpNQ,Real Life Robot Dog,Real Life Robot Dog,n4fXmZTVdZg,0,17,15297176,2020-08-28 09:13:00,37,en,asr,17,Sports,True
NikkieTutorials,UCzTKskwIc_-a0cGvCXA848Q,NikkieTutorials x BEAUTY BAY Palette REVEAL!,NikkieTutorials x BEAUTY BAY Palette REVEAL!,MZI1BxXbhss,0,26,911965,2020-08-28 09:13:00,38,en,asr,26,Howto & Style,True
The D'Amelio Family,UCIoBuVIZ9F30lmZ4ddTGnzw,Our Sit Down Interview | The D'Amelio Family,Our Sit Down Interview | The D'Amelio Family,D5LbWhfElgk,0,22,1253626,2020-08-28 09:13:00,39,en,asr,22,People & Blogs,True
Hoonigan,UCXlfi8sf6cKGQ8sOd0-yRuw,Donk Gets Split in Two. And Our Big Block Crate Motor Arrives!,Donk Gets Split in Two. And Our Big Block Crate Motor Arrives!,b7RTxqNC2Ac,0,2,437713,2020-08-28 09:13:00,40,en,asr,2,Autos & Vehicles,True
Wendover Productions,UC9RM-iSvTu1uPJb8X5yp3EQ,How COVID-19 Broke the Airline Pricing Model,How COVID-19 Broke the Airline Pricing Model,H_akzwzghWQ,0,27,562128,2020-08-28 09:13:00,41,en,asr,27,Education,True
Wendover Productions,UC9RM-iSvTu1uPJb8X5yp3EQ,How COVID-19 Broke the Airline Pricing Model,How COVID-19 Broke the Airline Pricing Model,H_akzwzghWQ,0,27,562128,2020-08-28 09:13:00,41,en,standard,27,Education,True
TaylorMade Golf,UClJO9jvaU5mvNuP-XTbhHGw,Dustin Johnson & Jason Day Try to Swing Like Matt Wolff! | TaylorMade Golf,Dustin Johnson & Jason Day Try to Swing Like Matt Wolff! | TaylorMade Golf,KXpcpqsyDXA,0,17,370558,2020-08-28 09:13:00,42,en,asr,17,Sports,True
Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Enola Holmes | Official Trailer | Netflix,Enola Holmes | Official Trailer | Netflix,1d0Zf9sXlHk,0,24,4886997,2020-08-28 09:13:00,43,en,asr,24,Entertainment,True
Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Enola Holmes | Official Trailer | Netflix,Enola Holmes | Official Trailer | Netflix,1d0Zf9sXlHk,0,24,4886997,2020-08-28 09:13:00,43,en-US,standard,24,Entertainment,True
sWooZie,UCUKi4zY5ETSqrKAjTBgjM-g,Blind Date at Chick-Fil-A Story,Blind Date at Chick-Fil-A Story,oK1WRoRdyvE,0,1,1492459,2020-08-28 09:13:00,44,en,asr,1,Film & Animation,True
Domics,UCn1XB-jvmd9fXMzhiA6IR0w,Panda,Panda,3vPJ-12LxrM,0,23,777423,2020-08-28 09:13:00,45,en,asr,23,Comedy,True
Daz Games,UCDBCCMlFD-hArPbWv38FINA,DAZ WATCHES LIFE HACKS THAT MAKE NO SENSE,DAZ WATCHES LIFE HACKS THAT MAKE NO SENSE,YbapBHMRIL0,0,24,1257546,2020-08-28 09:13:00,46,en,asr,24,Entertainment,True
Gigi Gorgeous,UCzco9CewPf0F-SP1p6LhWrw,where i’ve been… my horrific surgery,where i’ve been… my horrific surgery,WjM0t2r88vc,0,26,163756,2020-08-28 09:13:00,47,en,asr,26,Howto & Style,True
Smosh Pit,UCYJPby9DRCteedh5tfxVbrw,Try Not To Laugh Challenge #52,Try Not To Laugh Challenge #52,uVXcBBa9UNA,0,22,878511,2020-08-28 09:13:00,48,en,asr,22,People & Blogs,True
Kitten Lady,UC5VvB6tmC4lu_WCx7hE0PZA,Mama Cat: FOUND! Reuniting orphan kittens with mama (first 4 days together.),Mama Cat: FOUND! Reuniting orphan kittens with mama (first 4 days together.),qiC1HPtvxC0,0,15,496924,2020-08-28 09:13:00,49,en,asr,15,Pets & Animals,True
PWR,UCXrExb1m3VjR0m1_l9luxRQ,Lachlan’s NEW PWR Car Wrap! (Tesla Model X),Lachlan’s NEW PWR Car Wrap! (Tesla Model X),arIdokXZtiI,0,22,572165,2020-08-28 09:13:00,50,en,asr,22,People & Blogs,True
Jackie Aina,UCzJIliq68IHSn-Kwgjeg2AQ,How To Prevent Makeup SMUDGING! Mask Friendly Makeup,How To Prevent Makeup SMUDGING! Mask Friendly Makeup,XErqb6mKAhA,0,26,343947,2020-08-28 09:13:00,51,en,asr,26,Howto & Style,True
Big Hit Labels,UC3IZKseVpdzPSBaWxBxundA,BTS (방탄소년단) 'Dynamite' Official MV (B-side),BTS (방탄소년단) 'Dynamite' Official MV (B-side),BV2FdDmGiW0,0,10,39402519,2020-08-28 09:13:00,52,en,standard,10,Music,True
Big Hit Labels,UC3IZKseVpdzPSBaWxBxundA,BTS (방탄소년단) 'Dynamite' Official MV (B-side),BTS (방탄소년단) 'Dynamite' Official MV (B-side),BV2FdDmGiW0,0,10,39402519,2020-08-28 09:13:00,52,es,standard,10,Music,True
Big Hit Labels,UC3IZKseVpdzPSBaWxBxundA,BTS (방탄소년단) 'Dynamite' Official MV (B-side),BTS (방탄소년단) 'Dynamite' Official MV (B-side),BV2FdDmGiW0,0,10,39402519,2020-08-28 09:13:00,52,ja,standard,10,Music,True
Big Hit Labels,UC3IZKseVpdzPSBaWxBxundA,BTS (방탄소년단) 'Dynamite' Official MV (B-side),BTS (방탄소년단) 'Dynamite' Official MV (B-side),BV2FdDmGiW0,0,10,39402519,2020-08-28 09:13:00,52,ko,standard,10,Music,True
Big Hit Labels,UC3IZKseVpdzPSBaWxBxundA,BTS (방탄소년단) 'Dynamite' Official MV (B-side),BTS (방탄소년단) 'Dynamite' Official MV (B-side),BV2FdDmGiW0,0,10,39402519,2020-08-28 09:13:00,52,zh,standard,10,Music,True
Say Yes to the Dress,UC6B64FzMdVOvtgo6ebdRCjA,Bride Has Unlimited Budget For Her Royal Kentucky Wedding Dress | Say Yes To The Dress,Bride Has Unlimited Budget For Her Royal Kentucky Wedding Dress | Say Yes To The Dress,7erD56xKJaM,0,24,963039,2020-08-28 09:13:00,53,en,asr,24,Entertainment,True
BANGTANTV,UCLkAepWjdylmXSltofFvsYQ,[EPISODE] BTS (방탄소년단) 'Dynamite' MV Shooting Sketch,[EPISODE] BTS (방탄소년단) 'Dynamite' MV Shooting Sketch,BFkh9SgyAMs,0,10,7451217,2020-08-28 09:13:00,54,en,standard,10,Music,True
Just Dance,UChIjW4BWKLqpojTrS_tX0mg,Just Dance 2021: Official Song List - Part 1 | Ubisoft [US],Just Dance 2021: Official Song List - Part 1 | Ubisoft [US],I8Wktor1F-I,0,20,214426,2020-08-28 09:13:00,55,fr,asr,20,Gaming,True
CalebCity,UCI1XS_GkLGDOgf8YLaaXNRA,The friend that ACTUALLY gives you the wifi password,The friend that ACTUALLY gives you the wifi password,qU10OJTpCLk,0,23,1833500,2020-08-28 09:13:00,56,en,asr,23,Comedy,True
Fox News,UCXIJgqnII2ZOINSWNOGFThA,Melania Trump speaks at the Republican National Convention | Full,Melania Trump speaks at the Republican National Convention | Full,opNYKWnfXlg,0,25,1799324,2020-08-28 09:13:00,57,en,asr,25,News & Politics,True
CGP Grey,UC2C_jShtL725hvbm1arSV9w,Weekend Wednesday,Weekend Wednesday,ALaTm6VzTBw,0,27,1024353,2020-08-28 09:13:00,58,en,standard,27,Education,True
BigSeanVEVO,UC7zOpx9wgvGBCDEjujnAPQA,Big Sean - Deep Reverence (Audio) ft. Nipsey Hussle,Big Sean - Deep Reverence (Audio) ft. Nipsey Hussle,Cco7ONFKx28,0,10,551438,2020-08-28 09:13:00,59,en,asr,10,Music,True
EverythingApplePro,UCj34AOIMl_k1fF7hcBkD_dw,"Exclusive iPhone 12 Pro Leaks! Final Design, 120Hz Hope & iOS 14 Beta 6!","Exclusive iPhone 12 Pro Leaks! Final Design, 120Hz Hope & iOS 14 Beta 6!",avBkdqMUOlI,0,28,925367,2020-08-28 09:13:00,60,en,asr,28,Science & Technology,True
NotYourAverageFlight,UCoGIPQ7M4NWai7LRgRhaSOg,FlightReacts Plays NBA 2K21 For The FIRST Time & This HAPPENED!,FlightReacts Plays NBA 2K21 For The FIRST Time & This HAPPENED!,zyrJ0j7x9-4,0,20,1213725,2020-08-28 09:13:00,61,en,asr,20,Gaming,True
