channelId,channelTitle,videoCategoryId,videoId,videoQueryTime,videoSearchCategoryId,videoTitle,videoTitleLoc,videoTrendingRank,videoViews,captionLang,captionType,assignable,id,videoCategory
UCPpATKqmMV-CNRNWYaDUwiA,Alexa Rivera,26,n_1MItMEekY,2020-12-28 09:30:05,0,I WENT MISSING FOR 24 HOURS!!,I WENT MISSING FOR 24 HOURS!!,1,4413881,en,asr,True,26,Howto & Style
UCTTJMptGhfJA67e40DlqbNw,Karina Garcia,26,yUWPt0Te940,2020-12-28 09:30:05,0,OUR OFFICIAL GENDER REVEAL! Karina Garcia,OUR OFFICIAL GENDER REVEAL! Karina Garcia,2,650326,en,asr,True,26,Howto & Style
UCAeWdyKJXGWmVAXFpgLNNTg,CBS Evening News,25,7RwGGlh6om4,2020-12-28 09:30:05,0,Person of interest in Nashville bombing identified by authorities,Person of interest in Nashville bombing identified by authorities,3,1886626,en,asr,True,25,News & Politics
UCMk0u-pViW-Ff4F9SAGcI4g,Mike Majlak Vlogs,24,EphRoqoCLSE,2020-12-28 09:30:05,0,THE NIGHT SHIFT: how bad is the mr. beast burger?,THE NIGHT SHIFT: how bad is the mr. beast burger?,4,1172077,en,asr,True,24,Entertainment
UCn1XB-jvmd9fXMzhiA6IR0w,Domics,23,uUj674eH1sE,2020-12-28 09:30:05,0,I got scammed,I got scammed,5,595056,en,asr,True,23,Comedy
UCTkXRDQl0luXxVQrRQvWS6w,Dream,20,k4v6slOxxXs,2020-12-28 09:30:05,0,Minecraft Speedrunner VS 4 Hunters FINALE REMATCH,Minecraft Speedrunner VS 4 Hunters FINALE REMATCH,6,16155491,en,asr,True,20,Gaming
UCNSzfesc7IgWZwg4n6uXr1A,Tucker Budzyn,15,04KxKOCZGLo,2020-12-28 09:30:05,0,Pretending to Put My Dog on a Diet,Pretending to Put My Dog on a Diet,7,889715,en,asr,True,15,Pets & Animals
UC8AyTVmO6GWOrZHka8cLHQw,kenzie,24,nKdHAGVy3QU,2020-12-28 09:30:05,0,doing tacodas makeup!!! Q&A,doing tacodas makeup!!! Q&A,8,412747,en,asr,True,24,Entertainment
UCKqqDlf6lfo3ChRA4-gzusQ,DDG,10,TbyFUNjWD8g,2020-12-28 09:30:05,0,DDG - LET YOU IN (Official Music Video),DDG - LET YOU IN (Official Music Video),9,351088,nl,asr,True,10,Music
UC6-NBhOCP8DJqnpZE4TNE-A,Lance Stewart,24,qWY7vrP-3Go,2020-12-28 09:30:05,0,The BEST Christmas PRESENT Opening EVER! (NEW HOUSE SURPRISE),The BEST Christmas PRESENT Opening EVER! (NEW HOUSE SURPRISE),10,873179,en,asr,True,24,Entertainment
UCXVxMuWK6l_pCyxEk07EIRw,STARZ,24,UxRuWH4hEb0,2020-12-28 09:30:05,0,Official Tease | Power Book III: Raising Kanan | STARZ,Official Tease | Power Book III: Raising Kanan | STARZ,11,168939,en,asr,True,24,Entertainment
UCCqEeDAUf4Mg0GgEN658tkA,Chris Stuckmann,24,D2AjToBel_Y,2020-12-28 09:30:05,0,Wonder Woman 1984 - Movie Review,Wonder Woman 1984 - Movie Review,12,1046933,en,asr,True,24,Entertainment
UCfdNM3NAhaBOXCafH7krzrA,The Infographics Show,27,CX0XP3d0q2Q,2020-12-28 09:30:05,0,FBI Confirms Zodiac Killer Cypher Has Been Cracked,FBI Confirms Zodiac Killer Cypher Has Been Cracked,13,1349536,en,asr,True,27,Education
