channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
BLACKPINK,UCOmHUn--16B90oW2L6FRR3A,BLACKPINK - 'Ice Cream (with Selena Gomez)' M/V,BLACKPINK - 'Ice Cream (with Selena Gomez)' M/V,vRXZj0DzXIA,0,10,107724907,2020-08-29 23:42:21,1,en,standard,10,Music,True
King Von,UC47kJWRBD-NREBvmBg5kWeA,King Von - How It Go (Official Video),King Von - How It Go (Official Video),WU6EHi410UQ,0,10,1468212,2020-08-29 23:42:21,2,,,10,Music,True
CBS Los Angeles,UCkH1uDkyuO9sVjSqdqBygOg,'Black Panther' Star Chadwick Boseman Dies Of Cancer At Age 43,'Black Panther' Star Chadwick Boseman Dies Of Cancer At Age 43,p58ihM9ptsg,0,25,1458861,2020-08-29 23:42:21,3,en,asr,25,News & Politics,True
CBS Los Angeles,UCkH1uDkyuO9sVjSqdqBygOg,'Black Panther' Star Chadwick Boseman Dies Of Cancer At Age 43,'Black Panther' Star Chadwick Boseman Dies Of Cancer At Age 43,p58ihM9ptsg,0,25,1458861,2020-08-29 23:42:21,3,en,standard,25,News & Politics,True
Cam&Fam,UCq3QBWXCKvMnltjwqWuB5bQ,My Husband Passed Away | Telling His Story,My Husband Passed Away | Telling His Story,epKhvHMjAvs,0,22,3790502,2020-08-29 23:42:21,4,en,asr,22,People & Blogs,True
Joyner Lucas,UCUebubwSuTHfHjWJI4gCS9A,Joyner Lucas - What's Poppin Remix (What's Gucci),Joyner Lucas - What's Poppin Remix (What's Gucci),Ybc_WQJROqI,0,10,727279,2020-08-29 23:42:21,5,,,10,Music,True
The Reel Rejects,UC7_WiJnJxpm4MRNesRttzWg,R.I.P. Chadwick Boseman...,R.I.P. Chadwick Boseman...,nzfiW80ulCs,0,24,823734,2020-08-29 23:42:21,6,en,asr,24,Entertainment,True
Matt Stonie,UCd1fLoVFooPeWqCEYVUJZqg,The Spiciest Challenge I've ever attempted (Hellfire Wings),The Spiciest Challenge I've ever attempted (Hellfire Wings),4fCSKxMe6BY,0,24,2249095,2020-08-29 23:42:21,7,en,asr,24,Entertainment,True
MrBeast Gaming,UCIPPMRA040LQr5QPyJEbmXA,"$100,000 Dream vs Technoblade Duel!","$100,000 Dream vs Technoblade Duel!",zVCs9Cug_qM,0,20,4428016,2020-08-29 23:42:21,8,en,asr,20,Gaming,True
Tyrone Magnus,UCs95gwav7frv5HTVqAGa7uQ,Chadwick Boseman..,Chadwick Boseman..,xj0wyoxr8SI,0,23,766686,2020-08-29 23:42:21,9,en,asr,23,Comedy,True
Cody Ko,UCfp86n--4JvqKbunwSI2lYQ,The Dhar Mann Experience,The Dhar Mann Experience,Hg-e7nDVsRY,0,22,1328059,2020-08-29 23:42:21,10,en,asr,22,People & Blogs,True
Ty Dolla $ign,UClVY6MdQxTZUaMDL-dLQDcw,Ty Dolla $ign - Expensive (feat. Nicki Minaj) [Official Music Video],Ty Dolla $ign - Expensive (feat. Nicki Minaj) [Official Music Video],V0TMHRijVDw,0,10,2524384,2020-08-29 23:42:21,11,,,10,Music,True
Overtime,UCPHKMJbis1c0R7d7WJQ35tA,“Shut Your Mouth!” Julian Newman CLAPS BACK At Disrespectful Opponent! Jaden Gets CRAZY At Game 😱,“Shut Your Mouth!” Julian Newman CLAPS BACK At Disrespectful Opponent! Jaden Gets CRAZY At Game 😱,3N7OVLyRK6g,0,17,200565,2020-08-29 23:42:21,12,en,asr,17,Sports,True
CNET,UCOmcA3f_RrH6b9NmcNa4tdg,Neuralink: Elon Musk's entire brain chip presentation in 14 minutes (supercut),Neuralink: Elon Musk's entire brain chip presentation in 14 minutes (supercut),CLUWDLKAF1M,0,28,1016519,2020-08-29 23:42:21,13,en,asr,28,Science & Technology,True
Neuralink,UCLt4d8cACHzrVvAz9gtaARA,"Neuralink Progress Update, Summer 2020","Neuralink Progress Update, Summer 2020",DVvmgjBL74w,0,28,1560115,2020-08-29 23:42:21,14,en,asr,28,Science & Technology,True
The Hollywood Reporter,UCZ8Sxmkweh65HetaZfR8YuA,'Black Panther' Star Chadwick Boseman Dies at 43 | THR News,'Black Panther' Star Chadwick Boseman Dies at 43 | THR News,SVdTANAb0LY,0,24,679023,2020-08-29 23:42:21,15,ko,asr,24,Entertainment,True
NBA 2K,UCYAJjqIukwm4r3GHEpJDhVw,NBA 2K21: Welcome to 2K Beach + Your MyCAREER,NBA 2K21: Welcome to 2K Beach + Your MyCAREER,JdRlookJMso,0,17,744245,2020-08-29 23:42:21,16,en,asr,17,Sports,True
C-SPAN,UCb--64Gl51jIEVE-GLDAVTg,Republican National Convention (Day 4),Republican National Convention (Day 4),8cfL6UbItDk,0,25,2144842,2020-08-29 23:42:21,17,en,asr,25,News & Politics,True
C-SPAN,UCb--64Gl51jIEVE-GLDAVTg,Republican National Convention (Day 4),Republican National Convention (Day 4),8cfL6UbItDk,0,25,2144842,2020-08-29 23:42:21,17,en,standard,25,News & Politics,True
C-SPAN,UCb--64Gl51jIEVE-GLDAVTg,Republican National Convention (Day 4),Republican National Convention (Day 4),8cfL6UbItDk,0,25,2144842,2020-08-29 23:42:21,17,en,standard,25,News & Politics,True
TPS,UCI4D2tSAiHqZBRB67nTKqww,The Sports World REACTS to the Sad Passing of Chadwick Boseman...RIP! #WakandaForever,The Sports World REACTS to the Sad Passing of Chadwick Boseman...RIP! #WakandaForever,yO9NLaZlN00,0,17,330702,2020-08-29 23:42:21,18,,,17,Sports,True
Piemations,UC8RBLJdSpxSVWDc_bGKmdQQ,Sauce Quest (Stick Figure Animation),Sauce Quest (Stick Figure Animation),vwOK_k-f8MA,0,23,152100,2020-08-29 23:42:21,19,en,asr,23,Comedy,True
Thomas Petrou,UCZb8DmWS0YiQebwlJc7Srrw,I Filled Charli's Room With Pictures Of Chase!,I Filled Charli's Room With Pictures Of Chase!,GZbd619yvyo,0,24,3726747,2020-08-29 23:42:21,20,en,asr,24,Entertainment,True
The Slow Mo Guys,UCUK0HBIBWgM2c4vsPhkYY4w,Filming at 1000fps in Reverse - The Slow Mo Guys,Filming at 1000fps in Reverse - The Slow Mo Guys,p0uR48cg_D4,0,24,298125,2020-08-29 23:42:21,21,en,asr,24,Entertainment,True
Roman Atwood Vlogs,UC-SV8-bUJfXjrRMnp7F8Wzw,Hitting Rock Bottom,Hitting Rock Bottom,9NS6J-zYAQw,0,22,2736861,2020-08-29 23:42:21,22,en,asr,22,People & Blogs,True
RauwAlejandroTv,UC_Av98lDjf5KvFib5elhpYg,"Rauw Alejandro, Anuel, Farruko, Dalex, Lenny Tavarez, Sech, Dimelo Flow, Justin Quiles - Elegí Remix","Rauw Alejandro, Anuel, Farruko, Dalex, Lenny Tavarez, Sech, Dimelo Flow, Justin Quiles - Elegí Remix",6DiJaODKUmE,0,10,5921339,2020-08-29 23:42:21,23,es,asr,10,Music,True
bestdressed,UCnQhwPVwcP-DnbUZtIMrupw,LOVE & OTHER DRUGS (a paris vlog),LOVE & OTHER DRUGS (a paris vlog),dnXMsBekX80,0,26,787023,2020-08-29 23:42:21,24,en,asr,26,Howto & Style,True
NoCap,UCvfat4DPrM3BM-xZ2zn5ruQ,NoCap - Mistake [Official Music Video],NoCap - Mistake [Official Music Video],o34Nttu72BU,0,10,532257,2020-08-29 23:42:21,25,en,asr,10,Music,True
Brave Wilderness,UC6E2mP01ZLH_kbAyeazCNdg,BLUE FROG - See it to BELIEVE IT!,BLUE FROG - See it to BELIEVE IT!,V06FJGSQ3Ug,0,15,251700,2020-08-29 23:42:21,26,en,asr,15,Pets & Animals,True
Fortnite,UClG8odDC8TS6Zpqk9CGVQiQ,Nexus War Launch Trailer for Fortnite Chapter 2 - Season 4,Nexus War Launch Trailer for Fortnite Chapter 2 - Season 4,Fcl30mWtJQU,0,20,9432025,2020-08-29 23:42:21,27,,,20,Gaming,True
DisneyMusicVEVO,UCgwv23FVv3lqh567yagXfNg,"Christina Aguilera - Reflection (2020) (From ""Mulan"")","Christina Aguilera - Reflection (2020) (From ""Mulan"")",RNprQYHenNI,0,10,2297220,2020-08-29 23:42:21,28,en,standard,10,Music,True
AntsCanada,UCONd1SNf3_QqjzjCVsURNuA,My New AVATAR-THEMED FLOATING MOUNTAINS Paludarium for Ants,My New AVATAR-THEMED FLOATING MOUNTAINS Paludarium for Ants,XvWO9WDorx4,0,15,216879,2020-08-29 23:42:21,29,en,asr,15,Pets & Animals,True
AntsCanada,UCONd1SNf3_QqjzjCVsURNuA,My New AVATAR-THEMED FLOATING MOUNTAINS Paludarium for Ants,My New AVATAR-THEMED FLOATING MOUNTAINS Paludarium for Ants,XvWO9WDorx4,0,15,216879,2020-08-29 23:42:21,29,en,standard,15,Pets & Animals,True
BigSeanVEVO,UC7zOpx9wgvGBCDEjujnAPQA,Big Sean - Don Life (Detroit 2 Preview) ft. Lil Wayne,Big Sean - Don Life (Detroit 2 Preview) ft. Lil Wayne,thVb6CIfNVE,0,10,268825,2020-08-29 23:42:21,30,en,standard,10,Music,True
CalvinHarrisVEVO,UCaHNFIob5Ixv74f5on3lvIw,"Calvin Harris, The Weeknd - Over Now (Official Video)","Calvin Harris, The Weeknd - Over Now (Official Video)",quFlP3cRCFs,0,10,1899380,2020-08-29 23:42:21,31,,,10,Music,True
Watcher,UCircJf-FlToBNjuy9xG-i5A,Hatshepsut: The Forgotten Pharaoh • Puppet History,Hatshepsut: The Forgotten Pharaoh • Puppet History,Rm9t94mpkjo,0,24,322654,2020-08-29 23:42:21,32,en,asr,24,Entertainment,True
Watcher,UCircJf-FlToBNjuy9xG-i5A,Hatshepsut: The Forgotten Pharaoh • Puppet History,Hatshepsut: The Forgotten Pharaoh • Puppet History,Rm9t94mpkjo,0,24,322654,2020-08-29 23:42:21,32,en-US,standard,24,Entertainment,True
Jennelle Eliana,UCaXEr4t_QBZBk3qlIlc2HRg,GETTING SERIOUS WITH MY RV BUILD SERIES,GETTING SERIOUS WITH MY RV BUILD SERIES,NMahDXfzH10,0,22,284044,2020-08-29 23:42:21,33,en,asr,22,People & Blogs,True
WISN 12 News,UC8Tm7Xuz8QekHzjsDxgFNnw,Truck with supplies for protesters seized by law enforcement officers in Kenosha,Truck with supplies for protesters seized by law enforcement officers in Kenosha,igOlNSCKPkQ,0,25,203461,2020-08-29 23:42:21,34,en,asr,25,News & Politics,True
