channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
NASA,UCLA_DiR1FfKNvjuUpBHmylQ,Watch NASA’s Perseverance Rover Land on Mars!,Watch NASA’s Perseverance Rover Land on Mars!,gm0b_ijaYMQ,0,28,16967795,2021-02-20 01:00:03,1,en,asr,28,Science & Technology,True
ElAlfaElJefeTV,UCEU5ZK7DwN9ppqPFJiGah3A,"El Alfa ""El Jefe"" - Caso Bugatti (Video Oficial)","El Alfa ""El Jefe"" - Caso Bugatti (Video Oficial)",fpXUuOlwYLc,0,10,2393709,2021-02-20 01:00:03,2,,,10,Music,True
NFVEVO,UCI3H1FsjbdqGcLq93ZilV5g,NF - CLOUDS,NF - CLOUDS,fibYknUCIU4,0,10,3527057,2021-02-20 01:00:03,3,en,standard,10,Music,True
Noah Beck,UClPsjnF7D_Ar1ZSrEsnTxJA,I SURPRISED DIXIE WITH THIS...,I SURPRISED DIXIE WITH THIS...,cprbuPYYrDw,0,24,3019904,2021-02-20 01:00:03,4,en,asr,24,Entertainment,True
kevingatesTV,UCj2GTFekdV3EUsTVN8oaEqA,Kevin Gates - Puerto Rico Luv [Official Music Video],Kevin Gates - Puerto Rico Luv [Official Music Video],znTyGFD2GJ4,0,10,668182,2021-02-20 01:00:03,5,es,asr,10,Music,True
Tory Lanez,UCbfUA3UGxAWL3muD004g0WQ,Tory Lanez - Feels (feat. Chris Brown) [Official Music Video],Tory Lanez - Feels (feat. Chris Brown) [Official Music Video],AhWyTSYuXHM,0,10,1541050,2021-02-20 01:00:03,6,pt,asr,10,Music,True
The Drew Barrymore Show,UCWIj8e2_-uK1m886ADSYO6g,Drew Bursts into Tears When David Letterman Surprises Her in Person for a Birthday Bash Episode,Drew Bursts into Tears When David Letterman Surprises Her in Person for a Birthday Bash Episode,tKgSd2-Iyqo,0,24,247941,2021-02-20 01:00:03,7,,,24,Entertainment,True
Icebox,UCv8gFyATae1x0VmDHmNbIhg,Lil Durk and Lil Baby Run Into Da Baby at Icebox While Filming 'Finesse Out The Gang Way',Lil Durk and Lil Baby Run Into Da Baby at Icebox While Filming 'Finesse Out The Gang Way',v0w6IUtUQAQ,0,24,796735,2021-02-20 01:00:03,8,en,asr,24,Entertainment,True
ArianaGrandeVevo,UC0VOyT2OCBKdQhF3BAbZ-1g,Ariana Grande - main thing (official audio),Ariana Grande - main thing (official audio),cylK0XOJsPs,0,10,1011610,2021-02-20 01:00:03,9,,,10,Music,True
UnspeakablePlays,UC1n_yB_W-FZCbwajZPcs8Jw,"Minecraft, But If I Laugh, I DIE!","Minecraft, But If I Laugh, I DIE!",5-msYqTv6ms,0,20,1050465,2021-02-20 01:00:03,10,en,asr,20,Gaming,True
lil boat,UCNTu7P3IyRRKJtibrrXG0Yg,KODAK IS NOT A CLONE ; The Making Of Hit Bout It | The Boat Show S2 Ep. 6,KODAK IS NOT A CLONE ; The Making Of Hit Bout It | The Boat Show S2 Ep. 6,Wz8mc5Vvl54,0,24,301709,2021-02-20 01:00:03,11,,,24,Entertainment,True
YBN Nahmir,UC_jNTbtqGyjBlOQgw5HjG9w,YBN Nahmir - Opp Stoppa (feat. 21 Savage) [Official Music Video],YBN Nahmir - Opp Stoppa (feat. 21 Savage) [Official Music Video],UXXGfp-z850,0,10,1021550,2021-02-20 01:00:03,12,en,asr,10,Music,True
