channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
Adrian Bliss,UChYARX5Yj8CapM-F2Z2vPxA,John the Baptist washes sins away #shorts,John the Baptist washes sins away #shorts,wqSiYVKsTTs,0,23,3710936,2021-11-22 12:04:13,1,en,asr,23,Comedy,True
Top Rank Boxing,UCbzRzJNHx7ZLlJML9BjZQVQ,"Terence Crawford Highlight Reel Knockout of Shawn Porter, Keeps Welterweight Title | FIGHT HIGHLIGHT","Terence Crawford Highlight Reel Knockout of Shawn Porter, Keeps Welterweight Title | FIGHT HIGHLIGHT",DaZcEmu-Llk,0,17,1517473,2021-11-22 12:04:13,2,en,asr,17,Sports,True
Parrot,UCPLMPHT-d8GZOqL_AHJFdQQ,Can I Solve this Minecraft Puzzle in 24 Hours?,Can I Solve this Minecraft Puzzle in 24 Hours?,RXvTtbj4naA,0,20,500712,2021-11-22 12:04:13,3,en,asr,20,Gaming,True
Adin Live,UCey-eDTR5J6xU6pZ2f4guoA,Lil Uzi & Adin Get TROLLED by Viewers on Stream...,Lil Uzi & Adin Get TROLLED by Viewers on Stream...,aym6GeLW208,0,20,690221,2021-11-22 12:04:13,4,en,asr,20,Gaming,True
The Royalty Family,UCja7QUMRG9AD8X2F_vXFb9A,THE OFFICIAL WEDDING OF THE ROYALTY FAMILY,THE OFFICIAL WEDDING OF THE ROYALTY FAMILY,bdWMZzJHbJM,0,22,2079537,2021-11-22 12:04:13,5,en,asr,22,People & Blogs,True
beIN SPORTS USA,UC0YatYmg5JRYzXJPxIdRd8g,PSG vs Nantes | LIGUE 1 HIGHLIGHTS | 11/20/2021 | beIN SPORTS USA,PSG vs Nantes | LIGUE 1 HIGHLIGHTS | 11/20/2021 | beIN SPORTS USA,KmYB5LH3UAM,0,17,765825,2021-11-22 12:04:13,6,en,asr,17,Sports,True
Mrwhosetheboss Shorts,UCZSlfzadjnw7G419c_OJ9eg,Never Spill a Drink again. 🤯,Never Spill a Drink again. 🤯,jTihJ0RFjFc,0,28,1023026,2021-11-22 12:04:13,7,en,asr,28,Science & Technology,True
GabeSweats,UCteF4--g6cL7jXbmujpRfeQ,homework should be abolished,homework should be abolished,RjGtd_iKU00,0,24,2093243,2021-11-22 12:04:13,8,en,asr,24,Entertainment,True
Life Uncontained,UC-l69It3hxAY3tkBH_utLNQ,COMING TO AN END!,COMING TO AN END!,0a-FwN8HyHQ,0,22,332979,2021-11-22 12:04:13,9,en,asr,22,People & Blogs,True
Sky Sports Boxing,UC_JQGBtA7P0RwkRxd7xpJcA,"""You already know who I want!"" | Terence Crawford calls out Errol Spence after Porter win","""You already know who I want!"" | Terence Crawford calls out Errol Spence after Porter win",5Re0J663FcE,0,17,154053,2021-11-22 12:04:13,10,en,asr,17,Sports,True
Summoning Salt,UCtUbO6rBht0daVIOGML3c8w,The History of Wii Sports World Records,The History of Wii Sports World Records,NscWoJVrEfw,0,20,749589,2021-11-22 12:04:13,11,en,asr,20,Gaming,True
Riss & Quan,UCEgJCCqAuurk-tSvrIUs-pg,RISS AND QUAN'S OFFICIAL LABOR AND DELIVERY!!!,RISS AND QUAN'S OFFICIAL LABOR AND DELIVERY!!!,CFHAht-bm6g,0,22,1422314,2021-11-22 12:04:13,12,en,asr,22,People & Blogs,True
Captain Bling Bling,UCAgNyzHvQllkZw4J3WJQd_A,HIDE AND SEEK CLOSE YOUR EYES! - DIFFICULTY VERY HARD,HIDE AND SEEK CLOSE YOUR EYES! - DIFFICULTY VERY HARD,oHXFBkCIIYA,0,22,2038840,2021-11-22 12:04:13,13,en,asr,22,People & Blogs,True
Carbon Gaming,UCIhp2P-IWIXPhB613_ZxcGA,Minecraft Sword Stuck in Stone Tutorial #shorts,Minecraft Sword Stuck in Stone Tutorial #shorts,USagAHWypJ8,0,20,845152,2021-11-22 12:04:13,14,en,asr,20,Gaming,True
Corinthius,UCumndKOptTHGr6FBrUBy4YA,I Survived 100 Days as a WARPED PIGLIN in Hardcore Minecraft... Here’s What Happened,I Survived 100 Days as a WARPED PIGLIN in Hardcore Minecraft... Here’s What Happened,oWQ9NBGiEag,0,20,600813,2021-11-22 12:04:13,15,en,asr,20,Gaming,True
SoaR Milo,UCFmhLDjF1bB6-rbv9TBqeQg,Using HACKED SKINS to Cheat in Fortnite Fashion Shows...,Using HACKED SKINS to Cheat in Fortnite Fashion Shows...,iCa0Ggi30KU,0,20,255622,2021-11-22 12:04:13,16,en,asr,20,Gaming,True
Yes Theory,UCvK4bOhULCpmLabd2pDMtnA,Traveling to the Northernmost Town on Earth (near North Pole),Traveling to the Northernmost Town on Earth (near North Pole),m0vIzYjLw5Q,0,24,614783,2021-11-22 12:04:13,17,en,asr,24,Entertainment,True
BleepinJeep,UCvlG_ZnHoZLPv0CVWOC0a1Q,We Bring the Drivetrain for Ed's LJ 20 That Was Stuck 40 Years in the Sierra Nevada Mountains,We Bring the Drivetrain for Ed's LJ 20 That Was Stuck 40 Years in the Sierra Nevada Mountains,x1EnMJgJTNA,0,2,271143,2021-11-22 12:04:13,18,en,asr,2,Autos & Vehicles,True
