channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
Beast Reacts,UCUaT_39o1x6qWjz7K2pWcgw,Most Expensive Airplane Ticket!,Most Expensive Airplane Ticket!,_iz5_DuY_II,0,24,5406476.0,2022-05-04 12:05:28,1,en,asr,24,Entertainment,True
alyankovic,UCDBrVr0ttWpoRY-_yZajp2Q,WEIRD: The Al Yankovic Story - teaser trailer,WEIRD: The Al Yankovic Story - teaser trailer,gSPbrmIpcy0,0,23,558152.0,2022-05-04 12:05:28,2,,,23,Comedy,True
Kurzgesagt – In a Nutshell,UCsXVk37bltHxD1rDPwtNM8Q,The Most Horrible Parasite: Brain Eating Amoeba,The Most Horrible Parasite: Brain Eating Amoeba,7OPg-ksxZ4Y,0,27,1944133.0,2022-05-04 12:05:28,3,en,asr,27,Education,True
Kurzgesagt – In a Nutshell,UCsXVk37bltHxD1rDPwtNM8Q,The Most Horrible Parasite: Brain Eating Amoeba,The Most Horrible Parasite: Brain Eating Amoeba,7OPg-ksxZ4Y,0,27,1944133.0,2022-05-04 12:05:28,3,en,standard,27,Education,True
WhistlinDiesel,UCdqp0KK_Io7TwK5cJMBvB0Q,My secret Toyota Hilux collection,My secret Toyota Hilux collection,Iu1s_CkGA8E,0,22,2140756.0,2022-05-04 12:05:28,4,en,asr,22,People & Blogs,True
CinemaSins,UCYUQQgogVeQY8cMQamhHJcg,Everything Wrong With Spider-Man: No Way Home in 27 Minutes Or Less,Everything Wrong With Spider-Man: No Way Home in 27 Minutes Or Less,Ajn-PTtBOn4,0,1,671951.0,2022-05-04 12:05:28,5,en,asr,1,Film & Animation,True
HauteLeMode,UCoEj4uRzynPXEEegNqMnJVw,MET GALA 2022 FASHION ROAST (this the worst one yet),MET GALA 2022 FASHION ROAST (this the worst one yet),PbRZcvVnF0w,0,27,653061.0,2022-05-04 12:05:28,6,en,asr,27,Education,True
NardwuarServiette,UC8h8NJG9gacZ5lAJJvhD0fQ,"Nardwuar vs. Tyler, The Creator (2022)","Nardwuar vs. Tyler, The Creator (2022)",EwQQ7YtoGoU,0,10,1208375.0,2022-05-04 12:05:28,7,en,asr,10,Music,True
Harper's Bazaar UK,UCdC4oG9R2WxTE_rH6em-euQ,The 10 best dressed from the Met Gala 2022 | Bazaar UK,The 10 best dressed from the Met Gala 2022 | Bazaar UK,lyJqXb8Nj-I,0,24,1326989.0,2022-05-04 12:05:28,8,en,asr,24,Entertainment,True
E! News,UCjDsbbzHgTrGc4Ff26TJtsA,Met Gala 2022: Live From E! Stream FULL Livestream | E! News,Met Gala 2022: Live From E! Stream FULL Livestream | E! News,UxavheYIgMs,0,24,710047.0,2022-05-04 12:05:28,9,en,asr,24,Entertainment,True
E! News,UCjDsbbzHgTrGc4Ff26TJtsA,Met Gala 2022: Live From E! Stream FULL Livestream | E! News,Met Gala 2022: Live From E! Stream FULL Livestream | E! News,UxavheYIgMs,0,24,710047.0,2022-05-04 12:05:28,9,en,standard,24,Entertainment,True
E! News,UCjDsbbzHgTrGc4Ff26TJtsA,Met Gala 2022: Live From E! Stream FULL Livestream | E! News,Met Gala 2022: Live From E! Stream FULL Livestream | E! News,UxavheYIgMs,0,24,710047.0,2022-05-04 12:05:28,9,en,standard,24,Entertainment,True
YoungBoy Never Broke Again,UClW4jraMKz6Qj69lJf-tODA,NBA YoungBoy - Loner Life (Music Video),NBA YoungBoy - Loner Life (Music Video),Q33XE_ksUCU,0,10,2859877.0,2022-05-04 12:05:28,10,en,asr,10,Music,True
FOX5 Las Vegas,UCpR_4YnLJAphcr0VI5yR5SA,Las Vegas police: Body found in barrel at Lake Mead may have been there for decades,Las Vegas police: Body found in barrel at Lake Mead may have been there for decades,hS0mjrMhQ2E,0,25,257203.0,2022-05-04 12:05:28,11,en,asr,25,News & Politics,True
Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends: Saviors Gameplay Trailer,Apex Legends: Saviors Gameplay Trailer,cOFuEQEvC3E,0,20,2771439.0,2022-05-04 12:05:28,12,ar,standard,20,Gaming,True
Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends: Saviors Gameplay Trailer,Apex Legends: Saviors Gameplay Trailer,cOFuEQEvC3E,0,20,2771439.0,2022-05-04 12:05:28,12,da,standard,20,Gaming,True
Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends: Saviors Gameplay Trailer,Apex Legends: Saviors Gameplay Trailer,cOFuEQEvC3E,0,20,2771439.0,2022-05-04 12:05:28,12,de-DE,standard,20,Gaming,True
Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends: Saviors Gameplay Trailer,Apex Legends: Saviors Gameplay Trailer,cOFuEQEvC3E,0,20,2771439.0,2022-05-04 12:05:28,12,en,standard,20,Gaming,True
Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends: Saviors Gameplay Trailer,Apex Legends: Saviors Gameplay Trailer,cOFuEQEvC3E,0,20,2771439.0,2022-05-04 12:05:28,12,es-ES,standard,20,Gaming,True
Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends: Saviors Gameplay Trailer,Apex Legends: Saviors Gameplay Trailer,cOFuEQEvC3E,0,20,2771439.0,2022-05-04 12:05:28,12,es-MX,standard,20,Gaming,True
Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends: Saviors Gameplay Trailer,Apex Legends: Saviors Gameplay Trailer,cOFuEQEvC3E,0,20,2771439.0,2022-05-04 12:05:28,12,fi,standard,20,Gaming,True
Apex Legends,UC0ZV6M2THA81QT9hrVWJG3A,Apex Legends: Saviors Gameplay Trailer,Apex Legends: Saviors Gameplay Trailer,cOFuEQEvC3E,0,20,2771439.0,2022-05-04 12:05:28,12,fr-CA,standard,20,Gaming,True
