channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
Mark Chrispy,UCl22N0AB65gzuFpDQu2O6-g,This man does it again! #chocolate #satisfying #asmr #shorts #diy #baking #decoration #art #artist,This man does it again! #chocolate #satisfying #asmr #shorts #diy #baking #decoration #art #artist,JOD3gzjPeUQ,0,23,3048203,2022-03-14 12:09:30,1,en,asr,23,Comedy,True
camman18,UCiZ2z8F8ilr6SC7lOaxAQ4g,what if minecraft didn't have wood...,what if minecraft didn't have wood...,qtvxN0CNl-k,0,24,4296461,2022-03-14 12:09:30,2,en,asr,24,Entertainment,True
chefkoudy,UCDQ2HViwQh37NhOENDRsWKw,WITH or WITHOUT BUTTER🧈🍞🌰😁♥️|Normal vs Psycho-toast with nutella| CHEFKOUDY,WITH or WITHOUT BUTTER🧈🍞🌰😁♥️|Normal vs Psycho-toast with nutella| CHEFKOUDY,-9QmaUIpl_0,0,26,2263769,2022-03-14 12:09:30,3,en,asr,26,Howto & Style,True
videogamedunkey,UCsvn_Po0SmunchJYOWpOxMg,Dunk Runes,Dunk Runes,KjHe05UG0aU,0,20,2316445,2022-03-14 12:09:30,4,en,asr,20,Gaming,True
Prime Video,UCQJWtTnAHhEG5w4uN0udnUQ,The Boys – Official Season 3 REDBAND Teaser Trailer | Prime Video,The Boys – Official Season 3 REDBAND Teaser Trailer | Prime Video,elTgqUW-NYE,0,1,2308332,2022-03-14 12:09:30,5,,,1,Film & Animation,True
NBC Sports,UCqZQlzSHbVJrwrn5XvzrzcA,Manchester United  v. Tottenham Hotspur | PREMIER LEAGUE HIGHLIGHTS | 3/12/2022 | NBC Sports,Manchester United  v. Tottenham Hotspur | PREMIER LEAGUE HIGHLIGHTS | 3/12/2022 | NBC Sports,3fKmRO5xM-o,0,17,1083484,2022-03-14 12:09:30,6,en,asr,17,Sports,True
NBC Sports,UCqZQlzSHbVJrwrn5XvzrzcA,Manchester United  v. Tottenham Hotspur | PREMIER LEAGUE HIGHLIGHTS | 3/12/2022 | NBC Sports,Manchester United  v. Tottenham Hotspur | PREMIER LEAGUE HIGHLIGHTS | 3/12/2022 | NBC Sports,3fKmRO5xM-o,0,17,1083484,2022-03-14 12:09:30,6,en,standard,17,Sports,True
Daniel's Wall,UCRWu77ldqaQboq3JXLd5waQ,Pixar’s Biggest Secret #actor #movie #shorts #animation,Pixar’s Biggest Secret #actor #movie #shorts #animation,Nliob9Jc08c,0,27,411332,2022-03-14 12:09:30,7,en,asr,27,Education,True
Flashgitz,UCNnKprAG-MWLsk-GsbsC2BA,Elden Ring Character Creation (parody),Elden Ring Character Creation (parody),T3guvCjbpJ0,0,23,656413,2022-03-14 12:09:30,8,en,asr,23,Comedy,True
JoshLilj,UCOs9JQ5-_V6GM5ZnjKnx5Tw,THIS BOY WAS BULLIED FOR HIS RABBIT TEETH! #Shorts,THIS BOY WAS BULLIED FOR HIS RABBIT TEETH! #Shorts,vhFxVWjSS28,0,20,244439,2022-03-14 12:09:30,9,en,asr,20,Gaming,True
