channelId,channelTitle,videoCategoryId,videoId,videoQueryTime,videoSearchCategoryId,videoTitle,videoTitleLoc,videoTrendingRank,videoViews,captionLang,captionType,assignable,id,videoCategory
UCePxRBreVaMy_ontn4Vz2Yg,Zealous,24,Dw3PlTbqC2A,2020-09-06 10:30:05,0,"I Won 1,000,000 Subscribers From A MrBeast Challenge","I Won 1,000,000 Subscribers From A MrBeast Challenge",1,2830223,en,asr,True,24,Entertainment
UCbAwSkqJ1W_Eg7wr3cp5BUA,Safiya Nygaard,22,58XEfDtU0Z4,2020-09-06 10:30:05,0,I Tried Acrylic Pour Art For The First Time,I Tried Acrylic Pour Art For The First Time,2,1043468,en,asr,True,22,People & Blogs
UCrFB54bqp8sda4udJyNswlA,DJKhaledVEVO,10,3CxtK7-XtE0,2020-09-06 10:30:05,0,DJ Khaled ft. Drake - POPSTAR (Official Music Video - Starring Justin Bieber),DJ Khaled ft. Drake - POPSTAR (Official Music Video - Starring Justin Bieber),3,21792640,nl,asr,True,10,Music
UCqZQlzSHbVJrwrn5XvzrzcA,NBC Sports,17,S2j2AhlEUr8,2020-09-06 10:30:05,0,Kentucky Derby 2020 ends with massive upset (FULL RACE) | NBC Sports,Kentucky Derby 2020 ends with massive upset (FULL RACE) | NBC Sports,4,567837,,,True,17,Sports
UCI1XS_GkLGDOgf8YLaaXNRA,CalebCity,23,86edQauL7J0,2020-09-06 10:30:05,0,Heroes when ANY of their allies are under mind control.,Heroes when ANY of their allies are under mind control.,5,584731,en,asr,True,23,Comedy
UCTvZcgH_rsvaGuZ8mU5jpnA,WHAS11,25,9v2OuVxo0UU,2020-09-06 10:30:05,0,"NFAC returns to Louisville, protest ends early","NFAC returns to Louisville, protest ends early",6,118542,en,asr,True,25,News & Politics
UCTvZcgH_rsvaGuZ8mU5jpnA,WHAS11,25,9v2OuVxo0UU,2020-09-06 10:30:05,0,"NFAC returns to Louisville, protest ends early","NFAC returns to Louisville, protest ends early",6,118542,en,standard,True,25,News & Politics
UCF6jRAgCbSanHolKt0Vt6Qw,Tekashi 6ix9ine,10,b2yTTKQwq5g,2020-09-06 10:30:05,0,6ix9ine - LOCKED UP PT 2 (Feat. Akon) [Official Lyric Video],6ix9ine - LOCKED UP PT 2 (Feat. Akon) [Official Lyric Video],7,911122,en,asr,True,10,Music
UCaVIKOexO3N_6Sdl-Zug0Kg,Ryan Garcia,17,kvC4iKq5jHU,2020-09-06 10:30:05,0,I Taught @Dixie D'Amelio and @Addison Rae How To Box | Ryan Garcia Vlogs,I Taught @Dixie D'Amelio and @Addison Rae How To Box | Ryan Garcia Vlogs,8,848037,en,asr,True,17,Sports
UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,24,oD155zWANQg,2020-09-06 10:30:05,0,"Get Him 1,000,000 Subscribers in 24 Hours","Get Him 1,000,000 Subscribers in 24 Hours",9,12001603,en,asr,True,24,Entertainment
UCDRbNGFusqlXX4a5vwi9ouQ,Vat19,24,sZbaKxrwtZY,2020-09-06 10:30:05,0,Can You Find Him in This Video? ? Hidden in Plain Sight #18 (Final Episode),Can You Find Him in This Video? ? Hidden in Plain Sight #18 (Final Episode),10,650824,en,asr,True,24,Entertainment
UCNSzfesc7IgWZwg4n6uXr1A,Tucker Budzyn,15,QjB9Hk0f5-c,2020-09-06 10:30:05,0,A SPECIAL ANNOUNCEMENT!,A SPECIAL ANNOUNCEMENT!,11,790586,en,asr,True,15,Pets & Animals
UC7LnJAhfmQBqKWIYQ7WBpkQ,SSJ9K,1,lIzYXcqASb8,2020-09-06 10:30:05,0,Goku vs  Naruto Rap Battle REMATCH! Part 2,Goku vs  Naruto Rap Battle REMATCH! Part 2,12,429316,en,asr,True,1,Film & Animation
UCKzhoblE_rPZbHtQKPVUp2A,SZAVEVO,10,qJlMkMtK7-8,2020-09-06 10:30:05,0,SZA - Hit Different (Official Video) ft. Ty Dolla $ign,SZA - Hit Different (Official Video) ft. Ty Dolla $ign,13,3915496,en,asr,True,10,Music
UC1Ydgfp2x8oLYG66KZHXs1g,TheTalko,24,zDCXdLfNZCI,2020-09-06 10:30:05,0,Chadwick Boseman And Wife Taylor Simone Ledward?s Love Story,Chadwick Boseman And Wife Taylor Simone Ledward?s Love Story,14,239217,en,asr,True,24,Entertainment
UCaxOQZrF5llUMp-JjesUz1A,Lil Durk,10,9-6STGzbx6k,2020-09-06 10:30:05,0,Lil Durk - The Voice (Official Music Video),Lil Durk - The Voice (Official Music Video),15,2556381,en,asr,True,10,Music
UCVxBA3Cbu3pm8w8gEIoMEog,ABC7,25,fkjAd5zhKDs,2020-09-06 10:30:05,0,Several boats sink during Texas parade supporting Trump on Lake Travis in Texas I ABC7,Several boats sink during Texas parade supporting Trump on Lake Travis in Texas I ABC7,16,514491,en,asr,True,25,News & Politics
UCVxBA3Cbu3pm8w8gEIoMEog,ABC7,25,fkjAd5zhKDs,2020-09-06 10:30:05,0,Several boats sink during Texas parade supporting Trump on Lake Travis in Texas I ABC7,Several boats sink during Texas parade supporting Trump on Lake Travis in Texas I ABC7,16,514491,en,standard,True,25,News & Politics
UCVxBA3Cbu3pm8w8gEIoMEog,ABC7,25,fkjAd5zhKDs,2020-09-06 10:30:05,0,Several boats sink during Texas parade supporting Trump on Lake Travis in Texas I ABC7,Several boats sink during Texas parade supporting Trump on Lake Travis in Texas I ABC7,16,514491,en,standard,True,25,News & Politics
UCF6jRAgCbSanHolKt0Vt6Qw,Tekashi 6ix9ine,10,e93nZzRB9i4,2020-09-06 10:30:05,0,6ix9ine - AVA (Official Lyric Video),6ix9ine - AVA (Official Lyric Video),17,977837,en,asr,True,10,Music
UCPHKMJbis1c0R7d7WJQ35tA,Overtime,17,jGb3q0tNwKE,2020-09-06 10:30:05,0,?They?re Not Your FRIEND!? Jaden Newman CRASHES Julian?s Car!? Julian PISSES OFF Family ?,?They?re Not Your FRIEND!? Jaden Newman CRASHES Julian?s Car!? Julian PISSES OFF Family ?,18,339162,en,asr,True,17,Sports
UC7zOpx9wgvGBCDEjujnAPQA,BigSeanVEVO,10,H2Po5uiZMco,2020-09-06 10:30:05,0,Big Sean - Lithuania ft. Travis Scott,Big Sean - Lithuania ft. Travis Scott,19,1690227,nl,asr,True,10,Music
UC7zOpx9wgvGBCDEjujnAPQA,BigSeanVEVO,10,H2Po5uiZMco,2020-09-06 10:30:05,0,Big Sean - Lithuania ft. Travis Scott,Big Sean - Lithuania ft. Travis Scott,19,1690227,en,standard,True,10,Music
UCFhhbIItPkfh4pckWIeOraA,ChloexHalleVEVO,10,FI0XJT2PS00,2020-09-06 10:30:05,0,"Chloe x Halle - Do It (Remix - Official Audio) ft. Doja Cat, City Girls & Mulatto","Chloe x Halle - Do It (Remix - Official Audio) ft. Doja Cat, City Girls & Mulatto",20,1893610,en,asr,True,10,Music
UCuN9hYw2RpoAW8rZ3VK3isA,NASCAR,17,EpwKNzxH94c,2020-09-06 10:30:05,0,"NASCAR classic finish: Ross Chastain, Denny Hamlin wreck at Darlington; Brandon Jones wins","NASCAR classic finish: Ross Chastain, Denny Hamlin wreck at Darlington; Brandon Jones wins",21,102962,en,asr,True,17,Sports
UCte53PewI8_jYpBYn071MqQ,Sech,10,XseIJg8Vyj0,2020-09-06 10:30:05,0,"Sech, Daddy Yankee, J Balvin ft. Rosal?a, Farruko - Relaci?n Remix (Video Oficial)","Sech, Daddy Yankee, J Balvin ft. Rosal?a, Farruko - Relaci?n Remix (Video Oficial)",22,10271499,fr,asr,True,10,Music
UChengbdbFFbFA60LzYLpepA,Randomonium,22,iVKf872FrJo,2020-09-06 10:30:05,0,Why We Left Vat19,Why We Left Vat19,23,109660,en,asr,True,22,People & Blogs
UCj34AOIMl_k1fF7hcBkD_dw,EverythingApplePro,28,aVyx51a1yCI,2020-09-06 10:30:05,0,"Final iPhone 12 Pro Max Leaks, '12S', AirPods 3, AirTags & iOS 14 Beta 7!","Final iPhone 12 Pro Max Leaks, '12S', AirPods 3, AirTags & iOS 14 Beta 7!",24,469143,,,True,28,Science & Technology
UCjVd6vTuoAYLFYvX5TSK1aA,Goal,17,uyHi1FSuGkQ,2020-09-06 10:30:05,0,Messi: Why I am staying at Barcelona despite heartbreak,Messi: Why I am staying at Barcelona despite heartbreak,25,2848279,es,asr,True,17,Sports
UCdyMFblTjr-C2N-T5TGftQQ,Nathan Doan Comedy,24,Nxi76BiMUvI,2020-09-06 10:30:05,0,When someone is TOO good at bargaining...,When someone is TOO good at bargaining...,26,333702,en,asr,True,24,Entertainment
UCGIY_O-8vW4rfX98KlMkvRg,Nintendo,20,s_UcjEq2Dgk,2020-09-06 10:30:05,0,Super Mario Bros. 35th Anniversary Direct,Super Mario Bros. 35th Anniversary Direct,27,7033088,en,asr,True,20,Gaming
UCV6g95OBbVtFmN9uiJzkFqQ,CircleToonsHD,1,D97bOXJRZxA,2020-09-06 10:30:05,0,Among Us in a Nutshell,Among Us in a Nutshell,28,1629802,en,asr,True,1,Film & Animation
UCp5bjkAcMNFo_6HJ3oEGdug,Sylvia Gani,26,No9f1rK1QLA,2020-09-06 10:30:05,0,TESTING RARE BEAUTY by Selena Gomez.. Is it ACTUALLY Worth the Hype?!,TESTING RARE BEAUTY by Selena Gomez.. Is it ACTUALLY Worth the Hype?!,29,70915,,,True,26,Howto & Style
UCi5iiEyLwSLvlqnMi02u5gQ,Ask A Mortician,27,aKd3zhMFmGc,2020-09-06 10:30:05,0,Can I Keep My Parents' Skulls & Tattoos?,Can I Keep My Parents' Skulls & Tattoos?,30,195140,en,asr,True,27,Education
UCi5iiEyLwSLvlqnMi02u5gQ,Ask A Mortician,27,aKd3zhMFmGc,2020-09-06 10:30:05,0,Can I Keep My Parents' Skulls & Tattoos?,Can I Keep My Parents' Skulls & Tattoos?,30,195140,en,standard,True,27,Education
UCC0EqtXQ9at6ON_-ZYJaImA,Katy,26,wKC4hgv2Ka8,2020-09-06 10:30:05,0,I BOUGHT SOME OF THE NEW RARE BEAUTY PRODUCTS...HOW DO THEY LOOK??,I BOUGHT SOME OF THE NEW RARE BEAUTY PRODUCTS...HOW DO THEY LOOK??,31,73470,en,asr,True,26,Howto & Style
UCWJ2lWNubArHWmf3FIHbfcQ,NBA,17,oGcj3XsY5pI,2020-09-06 10:30:05,0,"NUGGETS at CLIPPERS | FULL GAME HIGHLIGHTS | September 5, 2020","NUGGETS at CLIPPERS | FULL GAME HIGHLIGHTS | September 5, 2020",32,914702,,,True,17,Sports
UC6pGDc4bFGD1_36IKv3FnYg,Crunchyroll Collection,1,cmwqlMnGDzA,2020-09-06 10:30:05,0,The Rising of the Shield Hero Season 2 | OFFICIAL TRAILER,The Rising of the Shield Hero Season 2 | OFFICIAL TRAILER,33,646388,ja,asr,True,1,Film & Animation
UCHYoe8kQ-7Gn9ASOlmI0k6Q,The Food Theorists,26,LdypKKKQ8uA,2020-09-06 10:30:05,0,"Food Theory: Chuck E Cheese Pizza, Should You Be Scared?","Food Theory: Chuck E Cheese Pizza, Should You Be Scared?",34,2958222,,,True,26,Howto & Style
UCNdpD9V0PIrH1glUJ6RG4-w,FaZe Clan,20,7lh_E1ohGNQ,2020-09-06 10:30:05,0,How to JOIN FaZe Clan - #FAZE5 Recruitment Challenge,How to JOIN FaZe Clan - #FAZE5 Recruitment Challenge,35,565381,en,asr,True,20,Gaming
UCEOhcOACopL42xyOBIv1ekg,LilWayneVEVO,10,2cruE3_WpiE,2020-09-06 10:30:05,0,Lil Wayne - Big Worm (Official Music Video),Lil Wayne - Big Worm (Official Music Video),36,1645012,,,True,10,Music
UCR1IuLEqb6UEA_zQ81kwXfg,Real Engineering,28,7ynupYBLlyA,2020-09-06 10:30:05,0,The Truth about Nikola,The Truth about Nikola,37,330848,en,asr,True,28,Science & Technology
UCR1IuLEqb6UEA_zQ81kwXfg,Real Engineering,28,7ynupYBLlyA,2020-09-06 10:30:05,0,The Truth about Nikola,The Truth about Nikola,37,330848,en-IE,standard,True,28,Science & Technology
UCg-_lYeV8hBnDSay7nmphUA,Sampson Boat Co,22,ZW4iVME7ACI,2020-09-06 10:30:05,0,Cutting for Propeller / Boring for Prop-Tube ( Wooden Boat Rebuild / EP80),Cutting for Propeller / Boring for Prop-Tube ( Wooden Boat Rebuild / EP80),38,166231,en,asr,True,22,People & Blogs
UCNT2e7Og56vm5_V-yJWvglA,England,17,ncxeDv1D4Mw,2020-09-06 10:30:05,0,Iceland 0-1 England | Late Penalty Drama as Sterling Helps England to Victory | Official Highlights,Iceland 0-1 England | Late Penalty Drama as Sterling Helps England to Victory | Official Highlights,39,696982,en,asr,True,17,Sports
