channelId,channelTitle,videoCategoryId,videoId,videoQueryTime,videoSearchCategoryId,videoTitle,videoTitleLoc,videoTrendingRank,videoViews,captionLang,captionType,assignable,id,videoCategory
UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,24,f0c7pSCoZqE,2020-12-24 01:00:03,0,"I Put 1,000,000 Christmas Lights On A House (World Record)","I Put 1,000,000 Christmas Lights On A House (World Record)",1,12029169,en,asr,True,24,Entertainment
UCucot-Zp428OwkyRm2I7v2Q,James Charles,24,Bbyftsl7Owo,2020-12-24 01:00:03,0,Best Friends Buy Each Other Christmas Gifts!,Best Friends Buy Each Other Christmas Gifts!,2,9291537,en,asr,True,24,Entertainment
UCLOEGprmycLLbyzBj2jozLg,Dixie D'Amelio,22,I9RC_DANDAM,2020-12-24 01:00:03,0,Best Friends Play White Elephant | Dixie D'Amelio,Best Friends Play White Elephant | Dixie D'Amelio,3,5830624,en,asr,True,22,People & Blogs
UChU3JRloULzdFX3aCu7BiSA,DreamXD,22,1iqpSrNVjYQ,2020-12-24 01:00:03,0,Did Dream Fake His Speedrun - RESPONSE,Did Dream Fake His Speedrun - RESPONSE,4,3524939,,,True,22,People & Blogs
UCi3OE-aN09WOcN9d2stCvPg,charli d'amelio,22,20WNckAJbXU,2020-12-24 01:00:03,0,Best Friends Omegle Christmas Carols With Fans | Charli D'Amelio,Best Friends Omegle Christmas Carols With Fans | Charli D'Amelio,5,5219660,en,asr,True,22,People & Blogs
UClPsjnF7D_Ar1ZSrEsnTxJA,Noah Beck,24,KLjUPvrSG_Q,2020-12-24 01:00:03,0,Gingerbread House Competition Ft. My Best Friends,Gingerbread House Competition Ft. My Best Friends,6,3601314,en,asr,True,24,Entertainment
UCt_DaLB_NDqPVxezyvcfRtg,LARRAY,22,R3JQPlYb6vg,2020-12-24 01:00:03,0,THE TRUTH BEHIND OUR FRIENDSHIP,THE TRUTH BEHIND OUR FRIENDSHIP,7,3399439,en,asr,True,22,People & Blogs
UC9APf0VQtg1VriRFjk9RfFQ,Chase Hudson,24,PIiY2z1A27A,2020-12-24 01:00:03,0,"Christmas Dinner with My Best Friends ft. Charli, Dixie, Noah, James & Larray | Chase Hudson","Christmas Dinner with My Best Friends ft. Charli, Dixie, Noah, James & Larray | Chase Hudson",8,2522629,en,asr,True,24,Entertainment
UCQJWtTnAHhEG5w4uN0udnUQ,Amazon Prime Video,24,sY8gUtyeAKE,2020-12-24 01:00:03,0,Coming 2 America - Official Trailer,Coming 2 America - Official Trailer,9,5609686,en,asr,True,24,Entertainment
UC0k238zFx-Z8xFH0sxCrPJg,Architectural Digest,24,ua0-5FZ2Eww,2020-12-24 01:00:03,0,Inside Binging With Babish?s New Brooklyn Home & Studio | Open Door | Architectural Digest,Inside Binging With Babish?s New Brooklyn Home & Studio | Open Door | Architectural Digest,10,372396,en,asr,True,24,Entertainment
UC0k238zFx-Z8xFH0sxCrPJg,Architectural Digest,24,ua0-5FZ2Eww,2020-12-24 01:00:03,0,Inside Binging With Babish?s New Brooklyn Home & Studio | Open Door | Architectural Digest,Inside Binging With Babish?s New Brooklyn Home & Studio | Open Door | Architectural Digest,10,372396,en-US,standard,True,24,Entertainment
UCzTlXb7ivVzuFlugVCv3Kvg,LDShadowLady,20,1CtrACC5CCs,2020-12-24 01:00:03,0,Magical Mistakes | Ep. 18 | Minecraft X Life SMP,Magical Mistakes | Ep. 18 | Minecraft X Life SMP,11,386493,en,asr,True,20,Gaming
UCRijo3ddMTht_IHyNSNXpNQ,Dude Perfect,17,LP02BulYw3g,2020-12-24 01:00:03,0,The Ultimate Christmas Prank | OT 22,The Ultimate Christmas Prank | OT 22,12,5898419,en,asr,True,17,Sports
UCU7iRrk3xfpUk0R6VdyC1Ow,NBA on TNT,17,wAEW0Azy0JI,2020-12-24 01:00:03,0,Kevin Durant Joins Inside the NBA After His First Game With the Brooklyn Nets | NBA on TNT,Kevin Durant Joins Inside the NBA After His First Game With the Brooklyn Nets | NBA on TNT,13,306557,en,asr,True,17,Sports
UCq8DICunczvLuJJq414110A,Zach King,24,DoOOPelMaYY,2020-12-24 01:00:03,0,Christmas Magic | MAGIC OF THE MONTH - December 2020,Christmas Magic | MAGIC OF THE MONTH - December 2020,14,618164,en,asr,True,24,Entertainment
UCq8DICunczvLuJJq414110A,Zach King,24,DoOOPelMaYY,2020-12-24 01:00:03,0,Christmas Magic | MAGIC OF THE MONTH - December 2020,Christmas Magic | MAGIC OF THE MONTH - December 2020,14,618164,en,standard,True,24,Entertainment
UChnGFN2LRHBq-0PM6dOaq5A,Bachelor Nation,24,kr0KFUaUvRY,2020-12-24 01:00:03,0,Tayshia & Zac Get Engaged! ? | The Bachelorette,Tayshia & Zac Get Engaged! ? | The Bachelorette,15,432858,en,asr,True,24,Entertainment
UCaVIKOexO3N_6Sdl-Zug0Kg,Ryan Garcia,17,osfdXI8-Ym0,2020-12-24 01:00:03,0,Why I Need to Win? | 30 Days With: Ryan Garcia,Why I Need to Win? | 30 Days With: Ryan Garcia,16,240307,en,standard,True,17,Sports
UC5NO8MgTQKHAWXp6z8Xl7yQ,This Old Tony,28,f9qN9LIChh4,2020-12-24 01:00:03,0,VCARVE Branding / Logo Irons - SECRET SANTA 2020!,VCARVE Branding / Logo Irons - SECRET SANTA 2020!,17,216791,en,asr,True,28,Science & Technology
UCafxR2HWJRmMfSdyZXvZMTw,LOOK MUM NO COMPUTER,28,7Zn7MasWpds,2020-12-24 01:00:03,0,Musical Keyboard For Cats - Make Yours Cat A Musical Virtuoso - YOUTUBE SECRET SANTA,Musical Keyboard For Cats - Make Yours Cat A Musical Virtuoso - YOUTUBE SECRET SANTA,18,144542,en,asr,True,28,Science & Technology
UCB9_VH_CNbbH4GfKu8qh63w,DEATH BATTLE!,24,7wsH2mPlYBA,2020-12-24 01:00:03,0,Broly's Power is Maximum in DEATH BATTLE!,Broly's Power is Maximum in DEATH BATTLE!,19,237401,en,asr,True,24,Entertainment
UCSaPKJpNd-Mkm6hhelIYSlQ,POP SMOKE,10,uuodbSVO3z0,2020-12-24 01:00:03,0,POP SMOKE - WHAT YOU KNOW BOUT LOVE (Official Video),POP SMOKE - WHAT YOU KNOW BOUT LOVE (Official Video),20,1349312,en,asr,True,10,Music
UCU7iRrk3xfpUk0R6VdyC1Ow,NBA on TNT,17,1EfkVEBvB40,2020-12-24 01:00:03,0,Do NBA Superstars Get Preferential Treatment? | NBA on TNT,Do NBA Superstars Get Preferential Treatment? | NBA on TNT,21,290125,en,asr,True,17,Sports
UCaxOQZrF5llUMp-JjesUz1A,Lil Durk,10,Ty-CHgmCeKw,2020-12-24 01:00:03,0,Lil Durk - Backdoor (Official Music Video),Lil Durk - Backdoor (Official Music Video),22,5307804,en,asr,True,10,Music
UCkzCjdRMrW2vXLx8mvPVLdQ,Man City,17,o2boz3JRhuE,2020-12-24 01:00:03,0,HIGHLIGHTS | ARSENAL 1-4 MAN CITY | CARABAO CUP,HIGHLIGHTS | ARSENAL 1-4 MAN CITY | CARABAO CUP,23,2582890,en,asr,True,17,Sports
