channelId,channelTitle,videoCategoryId,videoId,videoQueryTime,videoSearchCategoryId,videoTitle,videoTitleLoc,videoTrendingRank,videoViews,captionLang,captionType,assignable,id,videoCategory
UC5WjFrtBdufl6CZojX3D8dQ,Tesla,2,l6T9xIeZTds,2020-09-23 09:00:06,0,2020 Annual Shareholder Meeting and Battery Day,2020 Annual Shareholder Meeting and Battery Day,1,1846215,en,asr,True,2,Autos & Vehicles
UCsXVk37bltHxD1rDPwtNM8Q,Kurzgesagt ? In a Nutshell,27,3mnSDifDSxQ,2020-09-23 09:00:06,0,The Largest Star in the Universe ? Size Comparison,The Largest Star in the Universe ? Size Comparison,2,2634456,,,True,27,Education
UCI1XS_GkLGDOgf8YLaaXNRA,CalebCity,23,l8BxKvG90EE,2020-09-23 09:00:06,0,People that used to play instruments during war.,People that used to play instruments during war.,3,518314,en,asr,True,23,Comedy
UCmo9ZEJ3ipgaZdkiRRYtLAg,Dude Perfect Plus,22,lZC-rooe_zo,2020-09-23 09:00:06,0,Pool Stereotypes (Bloopers & Deleted Scenes) | Dude Perfect Plus,Pool Stereotypes (Bloopers & Deleted Scenes) | Dude Perfect Plus,4,1879620,en,asr,True,22,People & Blogs
UCLj0vrGPYcqDNZ8Ys2jsgEA,La Ross Maria,10,1xNstpObA7s,2020-09-23 09:00:06,0,La Ross Maria - Mi Regalo Mas Bonito ( Video Oficial ),La Ross Maria - Mi Regalo Mas Bonito ( Video Oficial ),5,1168700,es,asr,True,10,Music
UC52XYgEExV9VG6Rt-6vnzVA,destinygame,20,89GEiE6HaKs,2020-09-23 09:00:06,0,Destiny 2: Beyond Light ? Europa Trailer,Destiny 2: Beyond Light ? Europa Trailer,6,513174,en,asr,True,20,Gaming
UCtNdVINwfYFTQEEZgMiQ8FA,Bailey Sarian,27,6haIP0XNxnw,2020-09-23 09:00:06,0,The Son Of Sam?s Reign Of Terror. Demon Possessed Dog Gave Demands?| Mystery & Makeup| Bailey Sarian,The Son Of Sam?s Reign Of Terror. Demon Possessed Dog Gave Demands?| Mystery & Makeup| Bailey Sarian,7,1068199,en,asr,True,27,Education
UCvC4D8onUfXzvjTOM-dBfEA,Marvel Entertainment,24,sj9J2ecsSpo,2020-09-23 09:00:06,0,WandaVision | Official Trailer | Disney+,WandaVision | Official Trailer | Disney+,8,10792395,en,asr,True,24,Entertainment
UCvC4D8onUfXzvjTOM-dBfEA,Marvel Entertainment,24,sj9J2ecsSpo,2020-09-23 09:00:06,0,WandaVision | Official Trailer | Disney+,WandaVision | Official Trailer | Disney+,8,10792395,en,standard,True,24,Entertainment
UC4eYXhJI4-7wSWc8UNRwD4A,NPR Music,10,gFYAXsa7pe8,2020-09-23 09:00:06,0,BTS: Tiny Desk (Home) Concert,BTS: Tiny Desk (Home) Concert,9,9116848,ko,asr,True,10,Music
UCbEbf0-PoSuHD0TgMbxomDg,Ben Sullins,28,5aRssjYMNlU,2020-09-23 09:00:06,0,Was Tesla Battery Day a Let Down?,Was Tesla Battery Day a Let Down?,10,131561,en,asr,True,28,Science & Technology
UCw1SQ6QRRtfAhrN_cjkrOgA,LazarBeam,20,bdbEzhBFGTQ,2020-09-23 09:00:06,0,TIKTOKS Most Viewed Videos,TIKTOKS Most Viewed Videos,11,5671333,en,asr,True,20,Gaming
UC6pGDc4bFGD1_36IKv3FnYg,Crunchyroll Collection,1,MUCN-JwUvbY,2020-09-23 09:00:06,0,Attack on Titan Final Season | OFFICIAL TRAILER,Attack on Titan Final Season | OFFICIAL TRAILER,12,747687,ja,asr,True,1,Film & Animation
UCY1kMZp36IQSyNx_9h4mpCg,Mark Rober,28,BHiWygziyso,2020-09-23 09:00:06,0,World's Largest Devil's Toothpaste Explosion,World's Largest Devil's Toothpaste Explosion,13,9810850,en,asr,True,28,Science & Technology
UCp0hYYBW6IMayGgR-WeoCvQ,TheEllenShow,24,Egn3CuQRHW8,2020-09-23 09:00:06,0,Ellen's First Monologue of Season 18,Ellen's First Monologue of Season 18,14,1659708,en,asr,True,24,Entertainment
UCp0hYYBW6IMayGgR-WeoCvQ,TheEllenShow,24,Egn3CuQRHW8,2020-09-23 09:00:06,0,Ellen's First Monologue of Season 18,Ellen's First Monologue of Season 18,14,1659708,en,standard,True,24,Entertainment
UCsqjHFMB_JYTaEnf_vmTNqg,Doug DeMuro,2,WXRFYiMlMLs,2020-09-23 09:00:06,0,The Lamborghini Centenario Is a $3 Million Ultra-Rare Supercar,The Lamborghini Centenario Is a $3 Million Ultra-Rare Supercar,15,856019,en,asr,True,2,Autos & Vehicles
UCwrck-lD9ERHLWxWDD8_uyA,Renee Amberg,24,8rR3fjPkpyc,2020-09-23 09:00:06,0,*aesthetic iOS 14 TUTORIAL* | step-by-step themed iPhone background,*aesthetic iOS 14 TUTORIAL* | step-by-step themed iPhone background,16,608668,en,asr,True,24,Entertainment
UCXQIVincj_W4CYfWKB1iPVQ,CamiloVEVO,10,qKp1f7Vn9dM,2020-09-23 09:00:06,0,Camilo - Vida de Rico (Official Video),Camilo - Vida de Rico (Official Video),17,7121300,es,asr,True,10,Music
UCXQIVincj_W4CYfWKB1iPVQ,CamiloVEVO,10,qKp1f7Vn9dM,2020-09-23 09:00:06,0,Camilo - Vida de Rico (Official Video),Camilo - Vida de Rico (Official Video),17,7121300,es,standard,True,10,Music
UCB9_VH_CNbbH4GfKu8qh63w,DEATH BATTLE!,24,6cxF-am_eoM,2020-09-23 09:00:06,0,Winter Soldier VS Red Hood (Marvel VS DC) | DEATH BATTLE!,Winter Soldier VS Red Hood (Marvel VS DC) | DEATH BATTLE!,18,1200105,en,asr,True,24,Entertainment
UCj3SEmWECmaum9KNIDjL_mg,Cooper Bogetti,2,fodK2GEGFwQ,2020-09-23 09:00:06,0,The Time Has Come... Introduction To My Channel!,The Time Has Come... Introduction To My Channel!,19,411371,en,asr,True,2,Autos & Vehicles
UCm1dsgJNnhaLkY3uAdqN4mA,ChrisBrownVEVO,10,g4P0HN5MPk4,2020-09-23 09:00:06,0,"Chris Brown, Young Thug - Say You Love Me (Official Video)","Chris Brown, Young Thug - Say You Love Me (Official Video)",20,1695557,en,asr,True,10,Music
UCwDi_r3CCE2WjmiY3MWSF-w,Unsolomovimientomusic,10,w7A9BW0z5rE,2020-09-23 09:00:06,0,ENEMIGOS OCULTOS REMIX - OZUNA X T.Y.S X ROCHY X WILMER ROBERTS X SHELOW SHAQ X MUSICOLOGO X OMEGA,ENEMIGOS OCULTOS REMIX - OZUNA X T.Y.S X ROCHY X WILMER ROBERTS X SHELOW SHAQ X MUSICOLOGO X OMEGA,21,1059883,es,asr,True,10,Music
UChUJa1JyBc7Lc4orkiNKKQg,J97,10,Bhg-Gw953b0,2020-09-23 09:00:06,0,Jack | Hoa H?i ???ng | Official Music Video,Jack | Hoa H?i ???ng | Official Music Video,22,13587141,en,standard,True,10,Music
UChUJa1JyBc7Lc4orkiNKKQg,J97,10,Bhg-Gw953b0,2020-09-23 09:00:06,0,Jack | Hoa H?i ???ng | Official Music Video,Jack | Hoa H?i ???ng | Official Music Video,22,13587141,vi,standard,True,10,Music
