channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
Jaiden Animations,UCGwu0nbY2wSkW8N-cghnLpA,The Weirdest Dating Simulators I could find,The Weirdest Dating Simulators I could find,X0t42rhWKAs,0,1,2234896,2021-11-15 12:04:31,1,en,asr,1,Film & Animation,True
TaylorSwiftVEVO,UCANLZYMidaCbLQFWXBC95Jg,Taylor Swift - All Too Well: The Short Film,Taylor Swift - All Too Well: The Short Film,tollGa3S0o8,0,10,28250759,2021-11-15 12:04:31,2,en,asr,10,Music,True
TaylorSwiftVEVO,UCANLZYMidaCbLQFWXBC95Jg,Taylor Swift - All Too Well: The Short Film,Taylor Swift - All Too Well: The Short Film,tollGa3S0o8,0,10,28250759,2021-11-15 12:04:31,2,en,standard,10,Music,True
TaylorSwiftVEVO,UCANLZYMidaCbLQFWXBC95Jg,Taylor Swift - All Too Well (10 Minute Version) (Live on Saturday Night Live),Taylor Swift - All Too Well (10 Minute Version) (Live on Saturday Night Live),nJr_8l0AEWE,0,10,3333721,2021-11-15 12:04:31,3,,,10,Music,True
CrankGameplays,UC2S7CGceq5tsuhcVyACdA3g,Memento Mori,Memento Mori,Ib1prHD6Wks,0,24,782207,2021-11-15 12:04:31,4,en,asr,24,Entertainment,True
SeaWattgaming,UCSpfz1IyUA1NBH-cgj8ygUw,The Story of Minecraft's Most Useless Villager..,The Story of Minecraft's Most Useless Villager..,1fvaBfKJbZU,0,20,695710,2021-11-15 12:04:31,5,en,asr,20,Gaming,True
DAZN Boxing,UCurvRE5fGcdUgCYWgh-BDsg,FIGHT HIGHLIGHTS | Jaime Munguía vs. Gabriel Rosado,FIGHT HIGHLIGHTS | Jaime Munguía vs. Gabriel Rosado,ZuCYNqcWvwk,0,17,764751,2021-11-15 12:04:31,6,en,asr,17,Sports,True
I am MoBo,UCJswRv22oiUgmT1FuFeUekw,Stopping a war speedrun (15.41 seconds),Stopping a war speedrun (15.41 seconds),UU9R0bdDmg4,0,23,3223609,2021-11-15 12:04:31,7,en,asr,23,Comedy,True
Fab Rats,UCm6Enc4guGzJyAnQmq9BUSw,Axle Swap for  Ed's LJ20 That Was Stuck 40 Years In The Sierra Nevada Mountains.,Axle Swap for  Ed's LJ20 That Was Stuck 40 Years In The Sierra Nevada Mountains.,yj8JzHyJBu0,0,2,468239,2021-11-15 12:04:31,8,en,asr,2,Autos & Vehicles,True
ZHC,UClQubH2NeMmGLTLgNdLBwXg,"I Customized A $1,000,000 Pool","I Customized A $1,000,000 Pool",ubQFWrTkelY,0,24,2802232,2021-11-15 12:04:31,9,en,asr,24,Entertainment,True
Yes Theory,UCvK4bOhULCpmLabd2pDMtnA,"I Bought a $150,000 Passport that can Travel the World","I Bought a $150,000 Passport that can Travel the World",sn_BfMJfhYQ,0,24,793359,2021-11-15 12:04:31,10,,,24,Entertainment,True
morgans vlogs,UC-vaBe-YMpvcZL5rQ5OopZw,Painting My House!! *I'm not qualified for this*,Painting My House!! *I'm not qualified for this*,PT6nb69vmtk,0,22,237761,2021-11-15 12:04:31,11,en,asr,22,People & Blogs,True
Mia Maples,UCzzOKT1SkE7qdycJvPCR3Gg,I GOT ENGAGED!! *q&a*,I GOT ENGAGED!! *q&a*,ve9P7kN9xXQ,0,24,508760,2021-11-15 12:04:31,12,en,asr,24,Entertainment,True
Top Luxury,UC6TY36Ys_J6UPKd75TpRuUw,Most Useless Megaprojects in the World,Most Useless Megaprojects in the World,on2yz8SN3fg,0,24,942737,2021-11-15 12:04:31,13,en,asr,24,Entertainment,True
Top Luxury,UC6TY36Ys_J6UPKd75TpRuUw,Most Useless Megaprojects in the World,Most Useless Megaprojects in the World,on2yz8SN3fg,0,24,942737,2021-11-15 12:04:31,13,en,standard,24,Entertainment,True
Seek Discomfort,UCTd7KzdwnFE3lm6LCfYDmUQ,Surprising Ammar To Celebrate His New Passport,Surprising Ammar To Celebrate His New Passport,lVPTUMlOugY,0,10,217916,2021-11-15 12:04:31,14,en,asr,10,Music,True
