channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
CoryxKenshin,UCiYcA0gJzg855iSKMrX3oHg,YouTube: Racism and Favoritism,YouTube: Racism and Favoritism,GaHcnPDcUOE,0,20,3455390,2022-08-25 12:05:36,1,en,asr,20,Gaming,True
ChrisBrownVEVO,UCm1dsgJNnhaLkY3uAdqN4mA,Chris Brown - Call Me Every Day (Official Video) ft. WizKid,Chris Brown - Call Me Every Day (Official Video) ft. WizKid,BLN2nsm1w6w,0,10,1477033,2022-08-25 12:05:36,2,en,asr,10,Music,True
Walt Disney Studios,UCuaFvcY4MhZY3U43mMt1dYQ,Trailer 2 | Pinocchio | Disney+,Trailer 2 | Pinocchio | Disney+,gV_0pYoCssc,0,1,1949073,2022-08-25 12:05:36,3,en,asr,1,Film & Animation,True
Walt Disney Studios,UCuaFvcY4MhZY3U43mMt1dYQ,Trailer 2 | Pinocchio | Disney+,Trailer 2 | Pinocchio | Disney+,gV_0pYoCssc,0,1,1949073,2022-08-25 12:05:36,3,en-US,standard,1,Film & Animation,True
Destiny 2,UC52XYgEExV9VG6Rt-6vnzVA,Destiny 2: Lightfall - Reveal Trailer,Destiny 2: Lightfall - Reveal Trailer,lfoeZLp5A7k,0,20,1489340,2022-08-25 12:05:36,4,,,20,Gaming,True
BLACKPINK,UCOmHUn--16B90oW2L6FRR3A,BLACKPINK - ‘Pink Venom’ DANCE PRACTICE VIDEO,BLACKPINK - ‘Pink Venom’ DANCE PRACTICE VIDEO,RFMi3v0TXP8,0,10,18109940,2022-08-25 12:05:36,5,en,asr,10,Music,True
1804 Jackboy,UC5utlnoY2NzMkPov5LNeR-Q,Jackboy - Renegade Freestyle (Closure),Jackboy - Renegade Freestyle (Closure),4T7AY-IWmRU,0,10,1098335,2022-08-25 12:05:36,6,en,asr,10,Music,True
Prime Video,UCQJWtTnAHhEG5w4uN0udnUQ,The Lord of the Rings: The Rings of Power - Official Trailer | Prime Video,The Lord of the Rings: The Rings of Power - Official Trailer | Prime Video,x8UAUAuKNcU,0,1,8061875,2022-08-25 12:05:36,7,en,asr,1,Film & Animation,True
Prime Video,UCQJWtTnAHhEG5w4uN0udnUQ,The Lord of the Rings: The Rings of Power - Official Trailer | Prime Video,The Lord of the Rings: The Rings of Power - Official Trailer | Prime Video,x8UAUAuKNcU,0,1,8061875,2022-08-25 12:05:36,7,en-US,standard,1,Film & Animation,True
20th Century Studios,UC2-BeLxzUBSs0uSrmzWhJuQ,Hellraiser | Only on Hulu Oct 7,Hellraiser | Only on Hulu Oct 7,c2kU2-Tpsbs,0,1,159526,2022-08-25 12:05:36,8,,,1,Film & Animation,True
ZHC Crafts,UCPAk4rqVIwg1NCXh61VJxbg,"Best Portrait Art Wins $5,000!","Best Portrait Art Wins $5,000!",tOwBf0RhLxQ,0,24,776874,2022-08-25 12:05:36,9,en,asr,24,Entertainment,True
Rick Shiels Golf,UCFHZHhZaH7Rc_FOMIzUziJA,Rick Shiels Vs Grant Horvat (Good Good matchplay),Rick Shiels Vs Grant Horvat (Good Good matchplay),T_3tVkNYNJ0,0,17,492134,2022-08-25 12:05:36,10,en,asr,17,Sports,True
Star Wars,UCZGYJFUizSax-yElQaFDp5Q,Steal from the Empire | Andor | Disney+,Steal from the Empire | Andor | Disney+,N5S9Vx3-QM0,0,24,491026,2022-08-25 12:05:36,11,en,asr,24,Entertainment,True
SearchlightPictures,UCor9rW6PgxSQ9vUPWQdnaYQ,EMPIRE OF LIGHT | Official Teaser Trailer | Searchlight Pictures,EMPIRE OF LIGHT | Official Teaser Trailer | Searchlight Pictures,HdMPTgYi-0w,0,1,963313,2022-08-25 12:05:36,12,en,asr,1,Film & Animation,True
SearchlightPictures,UCor9rW6PgxSQ9vUPWQdnaYQ,EMPIRE OF LIGHT | Official Teaser Trailer | Searchlight Pictures,EMPIRE OF LIGHT | Official Teaser Trailer | Searchlight Pictures,HdMPTgYi-0w,0,1,963313,2022-08-25 12:05:36,12,en,standard,1,Film & Animation,True
The Late Late Show with James Corden,UCJ0uqCI0Vqr2Rrt1HseGirg,Jason Momoa Has Kristen Bell a Bit Flustered,Jason Momoa Has Kristen Bell a Bit Flustered,qam4OtlOZxs,0,24,455978,2022-08-25 12:05:36,13,en,asr,24,Entertainment,True
Bad Bunny,UCmBA_wu8xGg1OfOkfW13Q0Q,Bad Bunny - Neverita (Video Oficial) | Un Verano Sin Ti,Bad Bunny - Neverita (Video Oficial) | Un Verano Sin Ti,ARWg160eaX4,0,10,12303415,2022-08-25 12:05:36,14,,,10,Music,True
Sonic the Hedgehog,UCCOSYITWQHRSUxvlQ4_PSCg,Sonic Frontiers - Story Trailer,Sonic Frontiers - Story Trailer,kCaAos6FeV0,0,20,877063,2022-08-25 12:05:36,15,de,standard,20,Gaming,True
Sonic the Hedgehog,UCCOSYITWQHRSUxvlQ4_PSCg,Sonic Frontiers - Story Trailer,Sonic Frontiers - Story Trailer,kCaAos6FeV0,0,20,877063,2022-08-25 12:05:36,15,en,standard,20,Gaming,True
