channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
HBO Max,UCx-KWLTKlB83hDI6UKECtJQ,The Last of Us | Official Teaser | HBO Max,The Last of Us | Official Teaser | HBO Max,rBRRDpQ0yc0,0,1,4211863,2022-09-27 12:05:50,1,en,asr,1,Film & Animation,True
HBO Max,UCx-KWLTKlB83hDI6UKECtJQ,The Last of Us | Official Teaser | HBO Max,The Last of Us | Official Teaser | HBO Max,rBRRDpQ0yc0,0,1,4211863,2022-09-27 12:05:50,1,en,standard,1,Film & Animation,True
MrBeast,UCX6OQ3DkcsbYNE6H8uQQuVA,"Survive 100 Days In Circle, Win $500,000","Survive 100 Days In Circle, Win $500,000",gHzuabZUd6c,0,24,26831339,2022-09-27 12:05:50,2,en,asr,24,Entertainment,True
The Critical Drinker,UCSJPFQdZwrOutnmSFYtbstA,Why Thor Love And Thunder Sucked - A Scene Comparison,Why Thor Love And Thunder Sucked - A Scene Comparison,HA7ZpH9brts,0,24,1175599,2022-09-27 12:05:50,3,en,asr,24,Entertainment,True
Ryan Trahan,UCnmGIkw-KdI0W5siakKPKog,I Built a Survival Shelter,I Built a Survival Shelter,qeo9iorAPj8,0,24,3762684,2022-09-27 12:05:50,4,en,asr,24,Entertainment,True
NASA,UCLA_DiR1FfKNvjuUpBHmylQ,NASA's DART Mission to an Asteroid (Official Mission Trailer),NASA's DART Mission to an Asteroid (Official Mission Trailer),nHBuVbGkmBY,0,28,416098,2022-09-27 12:05:50,5,en,asr,28,Science & Technology,True
NASA,UCLA_DiR1FfKNvjuUpBHmylQ,NASA's DART Mission to an Asteroid (Official Mission Trailer),NASA's DART Mission to an Asteroid (Official Mission Trailer),nHBuVbGkmBY,0,28,416098,2022-09-27 12:05:50,5,en,standard,28,Science & Technology,True
brian david gilbert,UCakAg8hC_RFJm4RI3DlD7SA,A terrible guide to the terrible terminology of U.S. Health Insurance,A terrible guide to the terrible terminology of U.S. Health Insurance,-wpHszfnJns,0,23,390215,2022-09-27 12:05:50,6,en,standard,23,Comedy,True
Deji,UCrqsNpKuDQZreGaxBL_a5Jg,I AM FACING FLOYD MAYWEATHER,I AM FACING FLOYD MAYWEATHER,ssfR9YDPrPQ,0,17,1004837,2022-09-27 12:05:50,7,en,asr,17,Sports,True
SEC Shorts,UCUOZvgB9Q8AgZjjLYcLWztQ,SEC Shorts - Tennessee crashes the Top 10 meeting,SEC Shorts - Tennessee crashes the Top 10 meeting,C589ojMxNtU,0,23,457488,2022-09-27 12:05:50,8,en,asr,23,Comedy,True
