channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
YoungBoy Never Broke Again,UClW4jraMKz6Qj69lJf-tODA,NBA YoungBoy - I Hate YoungBoy,NBA YoungBoy - I Hate YoungBoy,k-PaOWxvnz0,0,10,7868197,2022-02-24 12:04:26,1,en,asr,10,Music,True
Lil Durk,UCaxOQZrF5llUMp-JjesUz1A,Lil Durk - AHHH HA (Official Music Video),Lil Durk - AHHH HA (Official Music Video),_q6go0G49A0,0,10,6841296,2022-02-24 12:04:26,2,en,asr,10,Music,True
Skill Up,UCZ7AeeVbyslLM_8-nVy2B8Q,I *very* strongly recommend: Elden Ring (Review - Spoiler Free),I *very* strongly recommend: Elden Ring (Review - Spoiler Free),gfcJv3oZNcc,0,20,614795,2022-02-24 12:04:26,3,en,asr,20,Gaming,True
Luke Davidson,UCuwJoiGWRxPYStBp0l0WuZw,When The Teacher Leaves The Class #Shorts,When The Teacher Leaves The Class #Shorts,3BapyQb_7WY,0,24,6364888,2022-02-24 12:04:26,4,en,asr,24,Entertainment,True
Doctor Mike,UC0QHWhjbe5fGJEPz3sVb6nw,TikToks That INFURIATE Doctors,TikToks That INFURIATE Doctors,psIy1OPGoRk,0,27,1273986,2022-02-24 12:04:26,5,en,asr,27,Education,True
Doctor Mike,UC0QHWhjbe5fGJEPz3sVb6nw,TikToks That INFURIATE Doctors,TikToks That INFURIATE Doctors,psIy1OPGoRk,0,27,1273986,2022-02-24 12:04:26,5,en,standard,27,Education,True
Doctor Mike,UC0QHWhjbe5fGJEPz3sVb6nw,TikToks That INFURIATE Doctors,TikToks That INFURIATE Doctors,psIy1OPGoRk,0,27,1273986,2022-02-24 12:04:26,5,es-419,standard,27,Education,True
Kodak Black,UChEYVadfkMCfrKUi6qr3I1Q,Kodak Black - I Wish [Official Music Video],Kodak Black - I Wish [Official Music Video],92w6nmA5NVE,0,10,2453690,2022-02-24 12:04:26,6,en,asr,10,Music,True
IGN,UCKy1dAqELo0zrOtPkf0eTMw,Elden Ring Review,Elden Ring Review,0uav6zQKiMQ,0,20,1740977,2022-02-24 12:04:26,7,en,asr,20,Gaming,True
Paramount Plus,UCrRttZIypNTA1Mrfwo745Sg,The Fairly OddParents: Fairly Odder | Trailer | Paramount+,The Fairly OddParents: Fairly Odder | Trailer | Paramount+,yFeVZwfl0eg,0,24,416701,2022-02-24 12:04:26,8,en,asr,24,Entertainment,True
