channelTitle,channelId,videoTitle,videoTitleLoc,videoId,videoSearchCategoryId,videoCategoryId,videoViews,videoQueryTime,videoTrendingRank,captionLang,captionType,id,videoCategory,assignable
ESPN College Football,UCzRWWsFjqHk1an4OnVPsl9g,CFP National Championship: Georgia Bulldogs vs. Alabama Crimson Tide | Full Game Highlights,CFP National Championship: Georgia Bulldogs vs. Alabama Crimson Tide | Full Game Highlights,P2Li7mjadIA,0,17,2258267.0,2022-01-12 12:04:47,1,en,asr,17,Sports,True
ESPN College Football,UCzRWWsFjqHk1an4OnVPsl9g,CFP National Championship: Georgia Bulldogs vs. Alabama Crimson Tide | Full Game Highlights,CFP National Championship: Georgia Bulldogs vs. Alabama Crimson Tide | Full Game Highlights,P2Li7mjadIA,0,17,2258267.0,2022-01-12 12:04:47,1,en,standard,17,Sports,True
TheWeekndVEVO,UCF_fDSgPpBQuh1MsUTgIARQ,The Weeknd - Gasoline (Official Music Video),The Weeknd - Gasoline (Official Music Video),iOa7uE23qc4,0,10,2267961.0,2022-01-12 12:04:47,2,en,standard,10,Music,True
DaBaby,UC2CCXzC56k0b8L49R_iW-Yw,NBA YOUNGBOY x DABABY - BESTIE/HIT (AUDIO),NBA YOUNGBOY x DABABY - BESTIE/HIT (AUDIO),qcL7yu1wXxA,0,10,883483.0,2022-01-12 12:04:47,3,en,asr,10,Music,True
Chris & Ian,UCYrSebZilUkADMZKUbV78cQ,WE BROKE UP,WE BROKE UP,wkMoRjnk9ys,0,22,289471.0,2022-01-12 12:04:47,4,en,asr,22,People & Blogs,True
Bailey Sarian,UCtNdVINwfYFTQEEZgMiQ8FA,*IM BACK* Murder In God's Plan? A Fatal Attraction Or Abuse Of Power? Mystery & Makeup Bailey Sarian,*IM BACK* Murder In God's Plan? A Fatal Attraction Or Abuse Of Power? Mystery & Makeup Bailey Sarian,aN5zrInczus,0,24,1257765.0,2022-01-12 12:04:47,5,en,asr,24,Entertainment,True
Destiny 2,UC52XYgEExV9VG6Rt-6vnzVA,Destiny 2: The Witch Queen - Savathûn's Throne World,Destiny 2: The Witch Queen - Savathûn's Throne World,YLPG9jbivpk,0,20,540161.0,2022-01-12 12:04:47,6,en,asr,20,Gaming,True
AstralSpiff,UC9ek8xUVjnmQ-q7f6CTwtxg,How I used time travel to beat FNAF: SB WITHOUT RUNNING,How I used time travel to beat FNAF: SB WITHOUT RUNNING,2IEpC76MIK8,0,20,499223.0,2022-01-12 12:04:47,7,en,asr,20,Gaming,True
20th Century Studios,UC2-BeLxzUBSs0uSrmzWhJuQ,The Bob's Burgers Movie | Official Trailer | 20th Century Studios,The Bob's Burgers Movie | Official Trailer | 20th Century Studios,hldGGWN9HcI,0,1,1434958.0,2022-01-12 12:04:47,8,en,asr,1,Film & Animation,True
20th Century Studios,UC2-BeLxzUBSs0uSrmzWhJuQ,The Bob's Burgers Movie | Official Trailer | 20th Century Studios,The Bob's Burgers Movie | Official Trailer | 20th Century Studios,hldGGWN9HcI,0,1,1434958.0,2022-01-12 12:04:47,8,en,standard,1,Film & Animation,True
merrelltwins,UCwtnkRZcvL4bfopzJ-Von8Q,Choosing My Wedding Dress! - Merrell Twins,Choosing My Wedding Dress! - Merrell Twins,Q_fkEbTXz-o,0,23,487543.0,2022-01-12 12:04:47,9,en,asr,23,Comedy,True
Screen Junkies,UCOpcACMWblDls9Z6GERVi1A,Honest Trailers | The Matrix Resurrections,Honest Trailers | The Matrix Resurrections,pA1qb1tkKNo,0,1,534692.0,2022-01-12 12:04:47,10,en,asr,1,Film & Animation,True
Mythical Kitchen,UCXGR70CkW_pXb8n52LzCCRw,Rhett’s Last Meal On Earth,Rhett’s Last Meal On Earth,Y7NoOqhQiUw,0,24,307565.0,2022-01-12 12:04:47,11,en,asr,24,Entertainment,True
Mythical Kitchen,UCXGR70CkW_pXb8n52LzCCRw,Rhett’s Last Meal On Earth,Rhett’s Last Meal On Earth,Y7NoOqhQiUw,0,24,307565.0,2022-01-12 12:04:47,11,en,standard,24,Entertainment,True
Paramount Pictures,UCF9imwPMSGz4Vq1NiTWCC7g,Scream (2022) - Final Trailer - Paramount Pictures,Scream (2022) - Final Trailer - Paramount Pictures,nRwLyKIBNU8,0,1,1496535.0,2022-01-12 12:04:47,12,en,asr,1,Film & Animation,True
Paramount Pictures,UCF9imwPMSGz4Vq1NiTWCC7g,Scream (2022) - Final Trailer - Paramount Pictures,Scream (2022) - Final Trailer - Paramount Pictures,nRwLyKIBNU8,0,1,1496535.0,2022-01-12 12:04:47,12,en-US,standard,1,Film & Animation,True
GQ Sports,UCKbNOpmhmwBuJXXMYOg_txA,Stephen Curry Responds to Fans on the Internet | Actually Me | GQ Sports,Stephen Curry Responds to Fans on the Internet | Actually Me | GQ Sports,OuOkS2tm89k,0,17,1117925.0,2022-01-12 12:04:47,13,en,asr,17,Sports,True
GQ Sports,UCKbNOpmhmwBuJXXMYOg_txA,Stephen Curry Responds to Fans on the Internet | Actually Me | GQ Sports,Stephen Curry Responds to Fans on the Internet | Actually Me | GQ Sports,OuOkS2tm89k,0,17,1117925.0,2022-01-12 12:04:47,13,en-US,standard,17,Sports,True
Not What You Think,UC4pNDofN0Xh-z2bhh62g8Ow,Why Would the US Army Purchase Russian Helicopters? #shorts,Why Would the US Army Purchase Russian Helicopters? #shorts,WV2p4OjIsyQ,0,27,1019359.0,2022-01-12 12:04:47,14,pt,asr,27,Education,True
Wendover Productions,UC9RM-iSvTu1uPJb8X5yp3EQ,Electric Vehicles' Battery Problem,Electric Vehicles' Battery Problem,9dnN82DsQ2k,0,27,515598.0,2022-01-12 12:04:47,15,en,asr,27,Education,True
Wendover Productions,UC9RM-iSvTu1uPJb8X5yp3EQ,Electric Vehicles' Battery Problem,Electric Vehicles' Battery Problem,9dnN82DsQ2k,0,27,515598.0,2022-01-12 12:04:47,15,en,standard,27,Education,True
Beast Reacts,UCUaT_39o1x6qWjz7K2pWcgw,Most Expensive iPhone!,Most Expensive iPhone!,qK_qK_UKu-Q,0,24,9608641.0,2022-01-12 12:04:47,16,en,asr,24,Entertainment,True
WIRED,UCftwRNsjfRo08xYE31tkiyw,Cobra Kai Cast Test Martial Arts Gadgets | WIRED,Cobra Kai Cast Test Martial Arts Gadgets | WIRED,RfmFNM9PHa0,0,24,351029.0,2022-01-12 12:04:47,17,en,asr,24,Entertainment,True
kefec,UC0MDDrmYybsQX_rzKLYEoHQ,which way is faster,which way is faster,-JSmzJ8gJSQ,0,20,1425776.0,2022-01-12 12:04:47,18,,,20,Gaming,True
Merrick Hanna,UC39he8ro-KtBHkq0NXOFyQw,"Crazy! Looks like @Jonothon Lyons ! #Shorts &Merrick, DC Tracy.oj, ib @Enola Bedard","Crazy! Looks like @Jonothon Lyons ! #Shorts &Merrick, DC Tracy.oj, ib @Enola Bedard",wElBHfPL23E,0,24,3342468.0,2022-01-12 12:04:47,19,en,asr,24,Entertainment,True
KanyeWestVEVO,UChpJbg7zMbi5jx9Gdjaxa9g,Kanye West - Heaven and Hell,Kanye West - Heaven and Hell,XKWcAsT8Sqc,0,10,1230712.0,2022-01-12 12:04:47,20,en,asr,10,Music,True
