channelId,channelTitle,videoCategoryId,videoId,videoQueryTime,videoSearchCategoryId,videoTitle,videoTitleLoc,videoTrendingRank,videoViews,captionLang,captionType,assignable,id,videoCategory
UCtI0Hodo5o5dUb67FeUjDeA,SpaceX,28,ap-BkkrRg-o,2020-12-10 14:30:06,0,Starship | SN8 | High-Altitude Flight Test,Starship | SN8 | High-Altitude Flight Test,1,6200218,,,True,28,Science & Technology
UCBJycsmduvYEL83R_U4JriQ,Marques Brownlee,28,UdfSrJvqY_E,2020-12-10 14:30:06,0,AirPods Max Unboxing & Impressions: $550?!,AirPods Max Unboxing & Impressions: $550?!,2,2515641,,,True,28,Science & Technology
UC5p_l5ZeB_wGjO_yDXwiqvw,TommyInnit,20,FPqMslF8wQk,2020-12-10 14:30:06,0,The Funniest Minecraft Mod Ever,The Funniest Minecraft Mod Ever,3,2324362,en,asr,True,20,Gaming
UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,24,LcDQqGJG8pA,2020-12-10 14:30:06,0,Cobra Kai: Season 3 | Official Trailer | Netflix,Cobra Kai: Season 3 | Official Trailer | Netflix,4,1951880,,,True,24,Entertainment
UCLOEGprmycLLbyzBj2jozLg,Dixie D'Amelio,22,NAAwQ7pisjM,2020-12-10 14:30:06,0,The Dixie D'Amelio Show With James Charles,The Dixie D'Amelio Show With James Charles,5,2414147,en,asr,True,22,People & Blogs
UCn3AViOfcFN4zIICMC5hvPg,Shiloh & Bros,22,zsZM5nX8uPY,2020-12-10 14:30:06,0,If Everything Was Like Among Us 4,If Everything Was Like Among Us 4,6,7152594,en,standard,True,22,People & Blogs
UC47kJWRBD-NREBvmBg5kWeA,King Von,10,9P7P1lxwZms,2020-12-10 14:30:06,0,King Von - Wayne's Story (Official Video),King Von - Wayne's Story (Official Video),7,5650040,,,True,10,Music
UCsEgeyBfOnGGBpjIvkDJbWg,Socksfor1,20,AGQxJmrzPGs,2020-12-10 14:30:06,0,among us but the IMPOSTOR CAN DRAG BODIES (mods),among us but the IMPOSTOR CAN DRAG BODIES (mods),8,2553912,,,True,20,Gaming
UCGmnsW623G1r-Chmo5RB4Yw,JJ Olatunji,24,bY3_ej9rL1Y,2020-12-10 14:30:06,0,My Thoughts On Logan Paul Vs Floyd Mayweather,My Thoughts On Logan Paul Vs Floyd Mayweather,9,4043015,,,True,24,Entertainment
UC6vZl7Qj7JglLDmN_7Or-ZQ,Jack Harlow,10,3pjluP5vNug,2020-12-10 14:30:06,0,Jack Harlow - Way Out feat. Big Sean [Official Video],Jack Harlow - Way Out feat. Big Sean [Official Video],10,1606356,,,True,10,Music
